EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER,
5616731,VOLUSIA CO.,NEW SMYRNA BEACH,04/28/1997,1329,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069937,C,127,MLB,0,0, , , , , , , , ,NEW SMYRNA BEACH,29.02,-80.93,29.02,-80.93,219,
5616732,SEMINOLE CO.,OVIEDO,04/28/1997,1330,Thunderstorm Wind, , ,0,0,40000,0,FL,EST, ,2069937,C,117,MLB,0,0, , , , , , , , ,OVIEDO,28.67,-81.2,28.67,-81.2,220,
5600075,SEMINOLE CO.,OVIEDO,04/28/1997,1330,Thunderstorm Wind, , ,0,0,40000,0,FL,EST, ,2062497,C,117,MLB,0,0, , , , , , , , ,OVIEDO,28.67,-81.2,28.67,-81.2,221,
5616733,BREVARD CO.,CAPE CANAVERAL,04/28/1997,1335,Thunderstorm Wind,50, ,0,0,0,0,FL,EST, ,2069937,C,9,MLB,0,0, , , , , , , , ,CAPE CANAVERAL,28.38,-80.6,28.38,-80.6,222,
5600076,BREVARD CO.,CAPE CANAVERAL,04/28/1997,1335,Thunderstorm Wind,50, ,0,0,0,0,FL,EST, ,2062497,C,9,MLB,0,0, , , , , , , , ,CAPE CANAVERAL,28.38,-80.6,28.38,-80.6,223,
5597348,JACKSON CO.,MARIANNA MUNI ARPT,05/03/1997,927,Thunderstorm Wind,50, ,0,0,0,0,FL,CST, ,1042061,C,63,TAE,0,0, , , , , , , , ,MARIANNA MUNI ARPT,30.83,-85.18,30.83,-85.18,224,
5597349,JACKSON CO.,GREENWOOD,05/03/1997,930,Thunderstorm Wind, , ,0,0,0,0,FL,CST, ,1042061,C,63,TAE,0,0, , , , , , , , ,GREENWOOD,30.87,-85.17,30.87,-85.17,225,
5597350,GADSDEN CO.,CHATTAHOOCHEE,05/03/1997,1100,Thunderstorm Wind, , ,0,0,7000,0,FL,EST, ,2063795,C,39,TAE,0,0, , , , , , , , ,CHATTAHOOCHEE,30.7,-84.83,30.7,-84.83,226,
5610217,POLK CO.,POLK CITY,05/03/1997,1315,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2067712,C,105,TBW,0,0, , , , ,5,ESE,5,ESE,POLK CITY,28.17,-81.75,28.17,-81.75,227,
5616737,OSCEOLA CO.,KISSIMMEE,05/03/1997,1350,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069940,C,97,MLB,0,0, , , , , , , , ,KISSIMMEE,28.3,-81.4,28.3,-81.4,228,
5608544,DUVAL CO.,JACKSONVILLE,05/03/1997,1400,Thunderstorm Wind, , ,0,0,500,0,FL,EST, ,2065550,C,31,JAX,0,0, , , , , , , , ,JACKSONVILLE,30.35,-81.67,30.35,-81.67,229,
5616738,OKEECHOBEE CO.,OKEECHOBEE,05/03/1997,1412,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069940,C,93,MLB,0,0, , , , , , , , ,OKEECHOBEE,27.25,-80.83,27.25,-80.83,230,
5608545,DUVAL CO.,JACKSONVILLE,05/03/1997,1420,Thunderstorm Wind,60, ,0,0,0,0,FL,EST, ,2065550,C,31,JAX,0,0, , , , , , , , ,JACKSONVILLE,30.35,-81.67,30.35,-81.67,231,
5598433,GLADES CO.,BUCKHEAD RIDGE,05/03/1997,1430,Tornado, ,F0,0,2,25000,0,FL,EST, ,2063559,C,43,MFL,0,0, , ,1.5,50, , , , ,BUCKHEAD RIDGE,26.92,-81.27,26.92,-81.27,232,
5598434,MIAMI-DADE CO.,9300 FOUNTAIN BLUE,05/04/1997,1520,Tornado, ,F0,0,0,0,0,FL,EST, ,2063560,C,86,MFL,0,0, , ,0.1,20, , , , ,9300 FOUNTAIN BLUE,25.85,-80.12,25.85,-80.12,233,
5598435,MIAMI-DADE CO.,SW 25TH AVE/24TH ST,05/12/1997,1253,Tornado, ,F1,0,12,525000,0,FL,EST, ,2063561,C,86,MFL,0,0, , ,8,150, , , , ,COLLINS AVE/41ST ST,25.68,-80.52,25.68,-80.52,234,
5597360,HOLMES CO.,NOMA,05/15/1997,1430,Thunderstorm Wind, , ,0,0,0,0,FL,CST, ,2063800,C,59,TAE,0,0, , , , ,3,E,3,E,NOMA,30.98,-85.57,30.98,-85.57,235,
5597361,JACKSON CO.,MARIANNA,05/15/1997,1435,Thunderstorm Wind, , ,0,0,0,0,FL,CST, ,2063801,C,63,TAE,0,0, , , , ,5,E,5,E,MARIANNA,30.78,-85.15,30.78,-85.15,236,
5597366,JEFFERSON CO.,DRIFTON,05/15/1997,1750,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2063805,C,65,TAE,0,0, , , , , , , , ,DRIFTON,30.5,-83.87,30.5,-83.87,237,
5598438,PALM BEACH CO.,SR 80,05/19/1997,1102,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1041821,C,99,MFL,0,0, , , , , , , , ,SR 80, , , , ,238,
5616812,ORANGE CO.,APOPKA,05/20/1997,1244,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069941,C,95,MLB,0,0, , , , , , , , ,APOPKA,28.67,-81.5,28.67,-81.5,239,
5598439,PALM BEACH CO.,NEAR LOXAHATCHEE,05/20/1997,1445,Funnel Cloud, , ,0,0,0,0,FL,EST, ,2063564,C,99,MFL,0,0, , , , , , , , ,NEAR LOXAHATCHEE, , , , ,240,
5598440,BROWARD CO.,20WNW FLL,05/20/1997,1545,Funnel Cloud, , ,0,0,0,0,FL,EST, ,2063565,C,11,MFL,0,0, , , , , , , , ,20WNW FLL, , , , ,241,
5597367,LEON CO.,BLOXHAM,05/21/1997,1515,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2063806,C,73,TAE,0,0, , , , ,5,NE,5,NE,BLOXHAM,30.43,-84.57,30.43,-84.57,242,
5610220,POLK CO.,POLK CITY,05/22/1997,1640,Thunderstorm Wind, , ,0,0,12000,0,FL,EST, ,2067715,C,105,TBW,0,0, , , , , , , , ,POLK CITY,28.18,-81.82,28.18,-81.82,243,
5610636,POLK CO.,LAKELAND,05/22/1997,1650,Thunderstorm Wind, , ,0,0,60000,0,FL,EST, ,1046257,C,105,TBW,0,0, , , , ,2,W,2,E,LAKELAND,28.03,-81.98,28.03,-81.92,244,
5610637,POLK CO.,WINTER HAVEN,05/22/1997,1700,Thunderstorm Wind, , ,0,0,15000,0,FL,EST, ,2067716,C,105,TBW,0,0, , , , , , , , ,WINTER HAVEN,28.02,-81.72,28.02,-81.72,245,
5610639,POLK CO.,BARTOW,05/22/1997,1720,Thunderstorm Wind, , ,0,0,250000,0,FL,EST, ,2067718,C,105,TBW,0,0, , , , , , , , ,BARTOW,27.88,-81.83,27.88,-81.83,246,
5610640,HIGHLANDS CO.,SEBRING,05/22/1997,1730,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2067719,C,55,TBW,0,0, , , , ,12,ESE,12,ESE,SEBRING,27.43,-81.27,27.43,-81.27,247,
5610641,POLK CO.,BARTOW,05/22/1997,1737,Tornado, ,F0,0,0,25000,0,FL,EST, ,2067720,C,105,TBW,0,0, , ,0.8,5,5,E,5,E,BARTOW,27.88,-81.77,27.88,-81.75,248,
5610643,CHARLOTTE CO.,PUNTA GORDA,05/22/1997,2030,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2067722,C,15,TBW,0,0, , , , , , , , ,PUNTA GORDA,26.93,-82.05,26.93,-82.05,249,
5598442,MONROE CO.,MM58.5 GRASSY KEY,05/22/1997,2035,Tornado, ,F1,0,0,150000,0,FL,EST, ,2063567,C,87,MFL,0,0, , ,0.3,25, , , , ,MM58.5,25.43,-81,25.43,-81,250,
5610646,HILLSBOROUGH CO.,TAMPA,05/23/1997,1638,Thunderstorm Wind, , ,0,0,20000,0,FL,EST, ,2067725,C,57,TBW,0,0, , , , ,12,NE,12,NE,TAMPA,28.1,-82.33,28.1,-82.33,251,
5597368,JACKSON CO.,ALFORD,05/24/1997,1306,Thunderstorm Wind, , ,0,0,0,0,FL,CST, ,1042076,C,63,TAE,0,0, , , , , , , , ,ALFORD,30.7,-85.38,30.7,-85.38,252,
5609299,BAKER CO.,MACCLENNY,05/24/1997,1730,Thunderstorm Wind, , ,0,0,8000,0,FL,EST, ,2065571,C,3,JAX,0,0, , , , , , , , ,MACCLENNY,30.28,-82.12,30.28,-82.12,253,
5609300,ST. JOHNS CO.,PONTE VEDRA,05/25/1997,1600,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,2065572,C,109,JAX,0,0, , , , , , , , ,PONTE VEDRA,30.23,-81.37,30.23,-81.37,254,
5616814,VOLUSIA CO.,DAYTONA BEACH,05/25/1997,1845,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069942,C,127,MLB,0,0, , , , , , , , ,DAYTONA BEACH,29.22,-81.03,29.22,-81.03,255,
5616815,MARTIN CO.,HOBE SOUND,05/26/1997,1620,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069943,C,85,MLB,0,0, , , , , , , , ,HOBE SOUND,27.07,-80.13,27.07,-80.13,256,
5608655,CLAY CO.,ORANGE PARK,05/27/1997,1530,Thunderstorm Wind, , ,0,0,2500,0,FL,EST, ,2065557,C,19,JAX,0,0, , , , , , , , ,ORANGE PARK,30.17,-81.7,30.17,-81.7,257,
5608654,PUTNAM CO.,PALATKA,05/27/1997,1530,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,2065556,C,107,JAX,0,0, , , , , , , , ,PALATKA,29.65,-81.63,29.65,-81.63,258,
5597372,MADISON CO.,MADISON,05/27/1997,1600,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2063810,C,79,TAE,0,0, , , , ,4,N,4,N,MADISON,30.52,-83.4,30.52,-83.4,259,
5608657,HAMILTON CO.,JENNINGS,05/27/1997,1610,Thunderstorm Wind, , ,0,0,4000,0,FL,EST, ,2065558,C,47,JAX,0,0, , , , , , , , ,JENNINGS,30.6,-83.1,30.6,-83.1,260,
5608658,MARION CO.,LYNNE,05/27/1997,1620,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2065559,C,83,JAX,0,0, , , , , , , , ,LYNNE,29.2,-81.92,29.2,-81.92,261,
5608659,NASSAU CO.,CALLAHAN,05/27/1997,1620,Thunderstorm Wind, , ,0,0,500,0,FL,EST, ,2065560,C,89,JAX,0,0, , , , ,2,S,2,S,CALLAHAN,30.53,-81.82,30.53,-81.82,262,
5597373,LAFAYETTE CO.,MAYO,05/27/1997,1630,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2063811,C,67,TAE,0,0, , , , ,2,N,2,N,MAYO,30.08,-83.17,30.08,-83.17,263,
5608662,ALACHUA CO.,GAINESVILLE,05/27/1997,1630,Thunderstorm Wind, , ,0,0,75000,0,FL,EST, ,2065562,C,1,JAX,0,0, , , , , , , , ,GAINESVILLE,29.65,-82.32,29.65,-82.32,264,
5608660,SUWANNEE CO.,DOWLING PARK,05/27/1997,1630,Thunderstorm Wind, , ,0,0,500,0,FL,EST, ,2065561,C,121,JAX,0,0, , , , , , , , ,DOWLING PARK,30.25,-83.23,30.25,-83.23,265,
5608663,DUVAL CO.,JACKSONVILLE,05/27/1997,1635,Thunderstorm Wind,94, ,0,0,2000000,0,FL,EST, ,2065563,C,31,JAX,0,0, , , , , , , , ,JACKSONVILLE NAS,30.35,-81.67,30.22,-81.68,266,
5608664,CLAY CO.,DOCTORS INLET,05/27/1997,1650,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,2065564,C,19,JAX,0,0, , , , , , , , ,DOCTORS INLET,30.1,-81.77,30.1,-81.77,267,
5616816,SEMINOLE CO.,SANFORD,05/27/1997,1730,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069944,C,117,MLB,0,0, , , , , , , , ,SANFORD,28.8,-81.27,28.8,-81.27,268,
5616817,VOLUSIA CO.,DE BARY,05/27/1997,1730,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069944,C,127,MLB,0,0, , , , , , , , ,DE BARY,28.88,-81.3,28.88,-81.3,269,
5610649,POLK CO.,WINTER HAVEN,05/27/1997,1745,Thunderstorm Wind,52, ,0,0,1000,0,FL,EST, ,2067728,C,105,TBW,0,0, , , , ,1,W,1,W,WINTER HAVEN,28.02,-81.73,28.02,-81.73,270,
5616818,SEMINOLE CO.,SANFORD,05/27/1997,1745,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069944,C,117,MLB,0,0, , , , , , , , ,SANFORD,28.8,-81.27,28.8,-81.27,271,
5608665,ST. JOHNS CO.,SAMPSON,05/27/1997,1800,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2065565,C,109,JAX,0,0, , , , , , , , ,SAMPSON,30.02,-81.4,30.02,-81.4,272,
5608666,COLUMBIA CO.,LAKE CITY,05/27/1997,1805,Thunderstorm Wind, , ,0,0,500,0,FL,EST, ,2065566,C,23,JAX,0,0, , , , , , , , ,LAKE CITY,30.18,-82.63,30.18,-82.63,273,
5616821,BREVARD CO.,CAPE CANAVERAL,05/27/1997,1935,Thunderstorm Wind,56, ,0,0,0,0,FL,EST, ,2069944,C,9,MLB,0,0, , , , , , , , ,CAPE CANAVERAL,28.38,-80.6,28.38,-80.6,274,
5610650,POLK CO.,DAVENPORT,05/28/1997,1330,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2067729,C,105,TBW,0,0, , , , , , , , ,DAVENPORT,28.17,-81.6,28.17,-81.6,275,
5610651,POLK CO.,HAINES CITY,05/28/1997,1335,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2067730,C,105,TBW,0,0, , , , , , , , ,HAINES CITY,28.12,-81.62,28.12,-81.62,276,
5610652,POLK CO.,WINTER HAVEN,05/28/1997,1343,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2067731,C,105,TBW,0,0, , , , , , , , ,WINTER HAVEN,28.02,-81.72,28.02,-81.72,277,
5610348,POLK CO.,DUNDEE,05/28/1997,1344,Thunderstorm Wind, , ,0,0,20000,0,FL,EST, ,2067732,C,105,TBW,0,0, , , , , , , , ,DUNDEE,28.02,-81.62,28.02,-81.62,278,
5610349,HILLSBOROUGH CO.,TAMPA,05/28/1997,1346,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2067733,C,57,TBW,0,0, , , , , , , , ,TAMPA, , , , ,279,
5610350,POLK CO.,WAVERLY,05/28/1997,1355,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2067734,C,105,TBW,0,0, , , , , , , , ,WAVERLY,27.98,-81.62,27.98,-81.62,280,
5610352,POLK CO.,LAKE WALES,05/28/1997,1403,Thunderstorm Wind,56, ,0,0,1000,0,FL,EST, ,2067736,C,105,TBW,0,0, , , , ,8,NW,8,NW,LAKE WALES,27.98,-81.68,27.98,-81.68,281,
5610353,POLK CO.,LAKE WALES,05/28/1997,1406,Tornado, ,F0,0,0,5000,0,FL,EST, ,2067737,C,105,TBW,0,0, , ,0.1,5, , , , ,LAKE WALES,27.9,-81.58,27.9,-81.58,282,
5610358,SARASOTA CO.,NORTH PORT,05/28/1997,1630,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2067742,C,115,TBW,0,0, , , , , , , , ,NORTH PORT,27,-82.07,27,-82.07,283,
5598452,MIAMI-DADE CO.,OPALOCKA,05/28/1997,1645,Tornado, ,F0,0,0,0,0,FL,EST, ,2063576,C,86,MFL,0,0, , ,0.5,25,7,NW,7,NW,OPALOCKA,25.97,-80.35,25.97,-80.35,284,
5598453,MIAMI-DADE CO.,DORAL COUNTRY CLUB,05/28/1997,1653,Thunderstorm Wind,52, ,0,0,0,0,FL,EST, ,2063577,C,86,MFL,0,0, , , , , , , , ,DORAL COUNTRY CLUB,25.82,-80.33,25.82,-80.33,285,
5598454,MIAMI-DADE CO.,MIA INT ARPT,05/28/1997,1653,Thunderstorm Wind,48, ,0,0,0,0,FL,EST, ,1041837,C,86,MFL,0,0, , , , , , , , ,MIA INT ARPT,35.8,-80.28,35.8,-80.28,286,
5598455,MONROE CO.,N END BIG PINE KEY,05/28/1997,2027,Thunderstorm Wind,55, ,0,0,1000,0,FL,EST, ,2063578,C,87,MFL,0,0, , , , , , , , ,BIG PINE KEY,25.43,-81,24.68,-81.38,287,
5610359,DE SOTO CO.,ARCADIA,05/31/1997,1320,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2067743,C,27,TBW,0,0, , , , , , , , ,ARCADIA, , , , ,288,
5616823,LAKE CO.,CLERMONT,05/31/1997,1420,Funnel Cloud, , ,0,0,0,0,FL,EST, ,2069945,C,69,MLB,0,0, , , , , , , , ,CLERMONT, , , , ,289,
5610360,POLK CO.,HAINES CITY,05/31/1997,1420,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,2067744,C,105,TBW,0,0, , , , , , , , ,HAINES CITY,28.12,-81.62,28.12,-81.62,290,
5616825,VOLUSIA CO.,DAYTONA BEACH SHRS,05/31/1997,1525,Funnel Cloud, , ,0,0,0,0,FL,EST, ,2069945,C,127,MLB,0,0, , , , , , , , ,DAYTONA BEACH SHRS, , , , ,291,
5609303,NASSAU CO.,YULEE,05/31/1997,1530,Thunderstorm Wind, , ,0,0,1500,0,FL,EST, ,2065575,C,89,JAX,0,0, , , , , , , , ,YULEE,30.63,-81.6,30.63,-81.6,292,
5598456,BROWARD CO.,CYPRESS CREEK/I95,05/31/1997,1605,Funnel Cloud, , ,0,0,0,0,FL,EST, ,2063579,C,11,MFL,0,0, , , , , , , , ,W OF PMP, , , , ,293,
5598458,BROWARD CO.,FLL,05/31/1997,1630,Tornado, ,F0,0,0,0,0,FL,EST, ,2063581,C,11,MFL,0,0, , ,0.1,25,1,W,1,W,FLL,26.07,-80.17,26.07,-80.17,294,
5616826,BREVARD CO.,MELBOURNE,05/31/1997,1630,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069945,C,9,MLB,0,0, , , , , , , , ,MELBOURNE,28.08,-80.6,28.08,-80.6,295,
5616831,VOLUSIA CO.,DE BARY,06/01/1997,1145,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069947,C,127,MLB,0,0, , , , , , , , ,DE BARY,28.88,-81.3,28.88,-81.3,296,
5617086,VOLUSIA CO.,DAYTONA BEACH,06/01/1997,1152,Funnel Cloud, , ,0,0,0,0,FL,EST, ,2069947,C,127,MLB,0,0, , , , , , , , ,DAYTONA BEACH, , , , ,297,
5616998,ORANGE CO.,ORLANDO,06/01/1997,1200,Tornado, ,F0,0,0,20000,0,FL,EST, ,2069947,C,95,MLB,0,0, , ,0.2,30, , , , ,ORLANDO,28.55,-81.37,28.55,-81.37,298,
5616999,BREVARD CO.,CAPE CANAVERAL,06/01/1997,1255,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069947,C,9,MLB,0,0, , , , , , , , ,CAPE CANAVERAL,28.38,-80.6,28.38,-80.6,299,
5608114,HAMILTON CO.,JENNINGS,06/01/1997,1615,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2065809,C,47,JAX,0,0, , , , , , , , ,JENNINGS,30.6,-83.1,30.6,-83.1,300,
5617001,BREVARD CO.,COCOA BEACH,06/02/1997,1203,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069948,C,9,MLB,0,0, , , , , , , , ,COCOA BEACH,28.32,-80.6,28.32,-80.6,301,
5617002,OSCEOLA CO.,HOLOPAW,06/02/1997,1615,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069948,C,97,MLB,0,0, , , , , , , , ,HOLOPAW,28.13,-81.07,28.13,-81.07,302,
5608384,JEFFERSON CO.,MONTICELLO,06/02/1997,1630,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2065394,C,65,TAE,0,0, , , , ,2,E,2,E,MONTICELLO,30.53,-83.83,30.53,-83.83,303,
5626993,MIAMI-DADE CO.,NORTH MIAMI,06/03/1997,1135,Thunderstorm Wind,55, ,0,0,2000,0,FL,EST, ,2071454,C,86,MFL,0,0, , , , , , , , ,NORTH MIAMI,25.88,-80.18,25.88,-80.18,304,
5626994,MIAMI-DADE CO.,(MIA)MIAMI INTL,06/03/1997,1200,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1050306,C,86,MFL,0,0, , , , , , , , ,(MIA)MIAMI INTL, , , , ,305,
5605913,FLAGLER CO.,FLAGLER BEACH,06/05/1997,1045,Flash Flood, , ,0,0,2000,0,FL,EST, ,2065815,C,35,JAX,0,0, , , , ,8,N,8,N,FLAGLER BEACH, , , , ,306,
5616235,POLK CO.,AUBURNDALE,06/05/1997,1911,Tornado, ,F0,0,0,3000,0,FL,EST, ,2067907,C,105,TBW,0,0, , ,0.1,5,2,NW,2,NW,AUBURNDALE,28.08,-81.8,28.08,-81.8,307,
5626995,COASTAL DADE (ZONE), ,06/09/1997,800,Flood, , ,0,0,0,0,FL,EST, ,2071455,Z,74,MFL,0,0, , , , , , , , , , , , , ,308,
5627060,BROWARD CO.,PEMBROKE PINES,06/10/1997,1800,Tornado, ,F0,0,0,0,0,FL,EST, ,2071456,C,11,MFL,0,0, , ,0.5,25, , , , ,PEMBROKE PINES,26.05,-80.17,26.05,-80.17,309,
5616236,LEE CO.,FT MYERS,06/11/1997,1320,Tornado, ,F0,0,0,16000,0,FL,EST, ,2067908,C,71,TBW,0,0, , ,0.2,5,4,SSW,4,SSW,FT MYERS,26.58,-81.87,26.58,-81.87,310,
5616238,POLK CO.,LAKELAND,06/11/1997,1500,Flood, , ,0,0,0,0,FL,EST, ,1046462,C,105,TBW,0,0, , , , ,2,E,2,E,LAKELAND, , , , ,311,
5627062,GLADES CO.,PALMDALE,06/11/1997,1600,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1050310,C,43,MFL,0,0, , , , , , , , ,PALMDALE, , , , ,312,
5616237,PASCO CO.,WESLEY CHAPEL,06/11/1997,1650,Heavy Rain, , ,0,0,0,0,FL,EST, ,2067909,C,101,TBW,0,0, , , , , , , , ,WESLEY CHAPEL, , , , ,313,
5627063,MONROE/MIDDLE KEYS (ZONE), ,06/11/1997,1730,Flood, , ,0,0,0,0,FL,EST, ,1050311,Z,77,MFL,0,0, , , , , , , , , , , , , ,314,
5616239,POLK CO.,AUBURNDALE,06/11/1997,1740,Tornado, ,F0,0,0,20000,0,FL,EST, ,2067910,C,105,TBW,0,0, , ,0.1,5,2,S,2,S,AUBURNDALE,28.03,-81.78,28.03,-81.78,315,
5627064,BROWARD CO.,DEERFIELD BEACH,06/12/1997,1445,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1050312,C,11,MFL,0,0, , , , , , , , ,DEERFIELD BEACH, , , , ,316,
5617008,ORANGE CO.,ORLANDO,06/12/1997,1445,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069951,C,95,MLB,0,0, , , , ,1,W,1,W,ORLANDO,28.55,-81.38,28.55,-81.38,317,
5627065,COASTAL BROWARD (ZONE), ,06/12/1997,1500,Flood, , ,0,0,0,0,FL,EST, ,1050313,Z,72,MFL,0,0, , , , , , , , , , , , , ,318,
5617010,BREVARD CO.,COCOA BEACH,06/13/1997,1301,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,1048668,C,9,MLB,0,0, , , , , , , , ,COCOA BEACH,28.32,-80.6,28.32,-80.6,319,
5605908,PUTNAM CO.,BOSTWICK,06/14/1997,1130,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2065813,C,107,JAX,0,0, , , , , , , , ,BOSTWICK,29.77,-81.63,29.77,-81.63,320,
5605909,ST. JOHNS CO.,VILANO BEACH,06/14/1997,1200,Thunderstorm Wind, , ,0,0,1500,0,FL,EST, ,2065813,C,109,JAX,0,0, , , , , , , , ,VILANO BEACH,29.92,-81.3,29.92,-81.3,321,
5617012,VOLUSIA CO.,DAYTONA BEACH,06/14/1997,1230,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,1048669,C,127,MLB,0,0, , , , , , , , ,DAYTONA BEACH,29.22,-81.03,29.22,-81.03,322,
5627067,COASTAL DADE (ZONE), ,06/14/1997,1815,Flood, , ,0,0,0,0,FL,EST, ,1050315,Z,74,MFL,0,0, , , , , , , , , , , , , ,323,
5627069,BROWARD CO.,COOPER,06/15/1997,1230,Thunderstorm Wind,55, ,0,0,0,0,FL,EST, ,2071457,C,11,MFL,0,0, , , , , , , , ,COOPER,26.12,-80.17,26.12,-80.17,324,
5627068,BROWARD CO.,DAVIE,06/15/1997,1230,Thunderstorm Wind,55, ,0,0,15000,0,FL,EST, ,2071457,C,11,MFL,0,0, , , , , , , , ,DAVIE,26.07,-80.23,26.07,-80.23,325,
5627071,BROWARD CO.,SUNRISE GOLF VLG,06/16/1997,1645,Tornado, ,F1,0,1,1000000,0,FL,EST, ,2071459,C,11,MFL,0,0, , ,1,50, , , , ,SUNRISE GOLF VLG,26.07,-80.22,26.07,-80.22,326,
5627072,BROWARD CO.,CORAL SPGS,06/17/1997,1637,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1050319,C,11,MFL,0,0, , , , , , , , ,CORAL SPGS, , , , ,327,
5627073,BROWARD CO.,CORAL SPGS,06/17/1997,1645,Tornado, ,F0,0,0,0,0,FL,EST, ,1050319,C,11,MFL,0,0, , ,0.1,25, , , , ,CORAL SPGS,26.27,-80.22,26.27,-80.22,328,
5608393,LEON CO.,TALLAHASSEE,06/19/1997,1350,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2065400,C,73,TAE,0,0, , , , , , , , ,TALLAHASSEE,30.45,-84.28,30.45,-84.28,329,
5617015,BREVARD CO.,CAPE KENNEDY RGNL,06/19/1997,1605,Thunderstorm Wind,60, ,0,0,0,0,FL,EST, ,2069954,C,9,MLB,0,0, , , , , , , , ,CAPE KENNEDY RGNL,28.1,-80.63,28.1,-80.63,330,
5617016,BREVARD CO.,(COF)PATRICK AFB,06/19/1997,1645,Thunderstorm Wind,62, ,0,0,0,0,FL,EST, ,2069954,C,9,MLB,0,0, , , , , , , , ,(COF)PATRICK AFB,28.23,-80.6,28.23,-80.6,331,
5627074,BROWARD CO.,DANIA,06/19/1997,2320,Thunderstorm Wind,56, ,0,0,10000,0,FL,EST, ,2071460,C,11,MFL,0,0, , , , , , , , ,DANIA,26.02,-80.15,26.02,-80.15,332,
5604231,OKALOOSA CO.,BAKER,06/20/1997,1255,Thunderstorm Wind,50, ,0,0,1000,0,FL,CST, ,2063991,C,91,MOB,0,0, , , , , , , , ,BAKER,30.8,-86.7,30.8,-86.7,333,
5604233,SANTA ROSA CO.,MUNSON,06/20/1997,1300,Thunderstorm Wind,50, ,0,0,1000,0,FL,CST, ,2063992,C,113,MOB,0,0, , , , , , , , ,MUNSON,30.85,-86.87,30.85,-86.87,334,
5627075,MIAMI-DADE CO.,(MIA)MIAMI INTL,06/20/1997,1550,Thunderstorm Wind,61, ,0,0,0,0,FL,EST, ,2071461,C,86,MFL,0,0, , , , , , , , ,(MIA)MIAMI INTL,25.8,-80.28,25.8,-80.28,335,
