EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER,
5616604,VOLUSIA CO.,DELTONA,04/23/1997,930,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069935,C,127,MLB,0,0, , , , , , , , ,DELTONA,28.9,-81.23,28.9,-81.23,102,
5616605,VOLUSIA CO.,DE LAND,04/23/1997,938,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069935,C,127,MLB,0,0, , , , , , , , ,DE LAND,29.03,-81.3,29.03,-81.3,103,
5601293,VOLUSIA CO.,DE LAND,04/23/1997,938,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062495,C,127,MLB,0,0, , , , , , , , ,DE LAND,29.03,-81.3,29.03,-81.3,104,
5601300,VOLUSIA CO.,DAYTONA BEACH,04/23/1997,940,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062495,C,127,MLB,0,0, , , , , , , , ,DAYTONA BEACH,29.22,-81.03,29.22,-81.03,105,
5616612,VOLUSIA CO.,DAYTONA BEACH,04/23/1997,940,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069935,C,127,MLB,0,0, , , , , , , , ,DAYTONA BEACH,29.22,-81.03,29.22,-81.03,106,
5601301,VOLUSIA CO.,PORT ORANGE,04/23/1997,944,Tornado, ,F0,0,0,120000,0,FL,EST, ,2062495,C,127,MLB,0,0, , ,1.2,30, , , , ,PORT ORANGE,29.13,-80.98,29.13,-80.98,107,
5616613,VOLUSIA CO.,PORT ORANGE,04/23/1997,944,Tornado, ,F0,0,0,120000,0,FL,EST, ,2069935,C,127,MLB,0,0, , ,1.2,30, , , , ,PORT ORANGE,29.13,-80.98,29.13,-80.98,108,
5616606,LAKE CO.,MT DORA,04/23/1997,945,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2069935,C,69,MLB,0,0, , , , , , , , ,MT DORA,28.8,-81.63,28.8,-81.63,109,
5611332,HERNANDO CO.,SPRING HILL,04/23/1997,945,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,2067048,C,53,TBW,0,0, , , , ,2,E,2,E,SPRING HILL,28.55,-82.42,28.55,-82.42,110,
5611331,SUMTER CO.,WEBSTER,04/23/1997,945,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,2067047,C,119,TBW,0,0, , , , , , , , ,WEBSTER,28.6,-82.05,28.6,-82.05,111,
5601295,SEMINOLE CO.,ALTAMONTE SPGS,04/23/1997,945,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062495,C,117,MLB,0,0, , , , , , , , ,ALTAMONTE SPGS,28.67,-81.35,28.67,-81.35,112,
5601294,LAKE CO.,MT DORA,04/23/1997,945,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2062495,C,69,MLB,0,0, , , , , , , , ,MT DORA,28.8,-81.63,28.8,-81.63,113,
5616607,SEMINOLE CO.,ALTAMONTE SPGS,04/23/1997,945,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069935,C,117,MLB,0,0, , , , , , , , ,ALTAMONTE SPGS,28.67,-81.35,28.67,-81.35,114,
5616614,VOLUSIA CO.,NEW SMYRNA BEACH,04/23/1997,950,Tornado, ,F0,0,0,250000,0,FL,EST, ,2069935,C,127,MLB,0,0, , ,3,30, , , , ,NEW SMYRNA BEACH,29.02,-80.93,29.02,-80.93,115,
5611333,PASCO CO.,HUDSON,04/23/1997,950,Thunderstorm Wind, , ,0,0,40000,0,FL,EST, ,1045559,C,101,TBW,0,0, , , , , , , , ,HUDSON,28.37,-82.7,28.37,-82.7,116,
5601421,VOLUSIA CO.,NEW SMYRNA BEACH,04/23/1997,950,Tornado, ,F0,0,0,250000,0,FL,EST, ,2062495,C,127,MLB,0,0, , ,3,30, , , , ,NEW SMYRNA BEACH,29.02,-80.93,29.02,-80.93,117,
5601296,ORANGE CO.,ORLANDO,04/23/1997,950,Thunderstorm Wind,50, ,0,0,0,0,FL,EST, ,2062495,C,95,MLB,0,0, , , , , , , , ,ORLANDO,28.55,-81.37,28.55,-81.37,118,
5616608,ORANGE CO.,ORLANDO,04/23/1997,950,Thunderstorm Wind,50, ,0,0,0,0,FL,EST, ,2069935,C,95,MLB,0,0, , , , , , , , ,ORLANDO,28.55,-81.37,28.55,-81.37,119,
5611334,PINELLAS CO.,TARPON SPGS,04/23/1997,1008,Thunderstorm Wind, , ,0,0,15000,0,FL,EST, ,2067049,C,103,TBW,0,0, , , , , , , , ,DUNEDIN,28.15,-82.75,28.02,-82.78,120,
5611335,PASCO CO.,HOLIDAY,04/23/1997,1011,Thunderstorm Wind,52, ,0,0,0,0,FL,EST, ,2067050,C,101,TBW,0,0, , , , ,1,W,1,W,HOLIDAY,28.22,-82.77,28.22,-82.77,121,
5609528,PASCO CO.,HOLIDAY,04/23/1997,1018,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,2067052,C,101,TBW,0,0, , , , ,2,E,2,E,HOLIDAY,28.22,-82.72,28.22,-82.72,122,
5609530,PINELLAS CO.,ST PETERSBURG,04/23/1997,1020,Thunderstorm Wind,55, ,0,0,0,0,FL,EST, ,2067054,C,103,TBW,0,0, , , , ,7,NNE,7,NNE,ST PETERSBURG,27.87,-82.62,27.87,-82.62,123,
5609531,PINELLAS CO.,CLEARWATER,04/23/1997,1025,Thunderstorm Wind, , ,0,0,30000,0,FL,EST, ,2067055,C,103,TBW,0,0, , , , , , , , ,ST PETERSBURG,27.97,-82.8,27.77,-82.67,124,
5601299,ORANGE CO.,WINTER PARK,04/23/1997,1030,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062495,C,95,MLB,0,0, , , , , , , , ,WINTER PARK,28.6,-81.33,28.6,-81.33,125,
5609532,PASCO CO.,ZEPHYRHILLS,04/23/1997,1030,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2067056,C,101,TBW,0,0, , , , ,8,W,8,W,ZEPHYRHILLS,28.23,-82.32,28.23,-82.32,126,
5616611,ORANGE CO.,WINTER PARK,04/23/1997,1030,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069935,C,95,MLB,0,0, , , , , , , , ,WINTER PARK,28.6,-81.33,28.6,-81.33,127,
5611353,PINELLAS CO.,CLEARWATER,04/23/1997,1038,Tornado, ,F0,0,0,0,0,FL,EST, ,2067057,C,103,TBW,0,0, , ,0.1,5,11,ESE,11,ESE,CLEARWATER,27.9,-82.63,27.9,-82.63,128,
5623472,HILLSBOROUGH CO.,TAMPA,04/23/1997,1046,Tornado, ,F0,0,0,5000,0,FL,EST, ,2071816,C,57,TBW,0,0, , ,0.1,5,6,SW,6,SW,TAMPA,27.92,-82.53,27.92,-82.53,129,
5611354,POLK CO.,WINTER HAVEN,04/23/1997,1100,Thunderstorm Wind, , ,0,0,50000,0,FL,EST, ,2067058,C,105,TBW,0,0, , , , , , , , ,WINTER HAVEN,28.02,-81.72,28.02,-81.72,130,
5611355,POLK CO.,LAKELAND,04/23/1997,1110,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,2067059,C,105,TBW,0,0, , , , ,9,E,9,E,LAKELAND,28.03,-81.8,28.03,-81.8,131,
5611357,PINELLAS CO.,ST PETERSBURG,04/23/1997,1113,Thunderstorm Wind, , ,0,0,12000,0,FL,EST, ,2067060,C,103,TBW,0,0, , , , ,7,SW,7,SW,ST PETERSBURG,27.7,-82.75,27.7,-82.75,132,
5611400,PINELLAS CO.,ST PETERSBURG,04/23/1997,1120,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2067062,C,103,TBW,0,0, , , , , , , , ,ST PETERSBURG,27.77,-82.67,27.77,-82.67,133,
5616615,BREVARD CO.,COCOA,04/23/1997,1134,Funnel Cloud, , ,0,0,0,0,FL,EST, ,2069936,C,9,MLB,0,0, , , , , , , , ,COCOA, , , , ,134,
5599942,BREVARD CO.,COCOA,04/23/1997,1134,Funnel Cloud, , ,0,0,0,0,FL,EST, ,2062496,C,9,MLB,0,0, , , , , , , , ,COCOA, , , , ,135,
5611403,HILLSBOROUGH CO.,TAMPA,04/23/1997,1140,Thunderstorm Wind,50, ,0,0,0,0,FL,EST, ,1045577,C,57,TBW,0,0, , , , ,9,ENE,9,ENE,TAMPA,28.03,-82.33,28.03,-82.33,136,
5616616,BREVARD CO.,GRANT,04/23/1997,1144,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069936,C,9,MLB,0,0, , , , , , , , ,GRANT,27.93,-80.53,27.93,-80.53,137,
5599943,BREVARD CO.,GRANT,04/23/1997,1144,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062496,C,9,MLB,0,0, , , , , , , , ,GRANT,27.93,-80.53,27.93,-80.53,138,
5611404,HILLSBOROUGH CO.,BRANDON,04/23/1997,1145,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2067064,C,57,TBW,0,0, , , , , , , , ,BRANDON,27.93,-82.28,27.93,-82.28,139,
5623474,MANATEE CO.,BRADENTON,04/23/1997,1145,Tornado, ,F0,0,0,0,0,FL,EST, ,2071818,C,81,TBW,0,0, , ,0.1,5,9,W,9,W,BRADENTON,27.48,-82.72,27.48,-82.72,140,
5609533,POLK CO.,WINTER HAVEN,04/23/1997,1145,Thunderstorm Wind, , ,0,0,20000,0,FL,EST, ,2067065,C,105,TBW,0,0, , , , , , , , ,WINTER HAVEN,28.02,-81.72,28.02,-81.72,141,
5616617,BREVARD CO.,INDIALANTIC,04/23/1997,1149,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2069936,C,9,MLB,0,0, , , , , , , , ,INDIALANTIC,28.08,-80.57,28.08,-80.57,142,
5600061,OSCEOLA CO.,KISSIMMEE,04/23/1997,1149,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,2062496,C,97,MLB,0,0, , , , , , , , ,KISSIMMEE,28.3,-81.4,28.3,-81.4,143,
5599944,BREVARD CO.,INDIALANTIC,04/23/1997,1149,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2062496,C,9,MLB,0,0, , , , , , , , ,INDIALANTIC,28.08,-80.57,28.08,-80.57,144,
5616618,OSCEOLA CO.,KISSIMMEE,04/23/1997,1149,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,2069936,C,97,MLB,0,0, , , , , , , , ,KISSIMMEE,28.3,-81.4,28.3,-81.4,145,
5616719,BREVARD CO.,MELBOURNE,04/23/1997,1150,Thunderstorm Wind,55, ,0,0,0,0,FL,EST, ,2069936,C,9,MLB,0,0, , , , , , , , ,MELBOURNE,28.08,-80.6,28.08,-80.6,146,
5600062,BREVARD CO.,MELBOURNE,04/23/1997,1150,Thunderstorm Wind,55, ,0,0,0,0,FL,EST, ,2062496,C,9,MLB,0,0, , , , , , , , ,MELBOURNE,28.08,-80.6,28.08,-80.6,147,
5616720,BREVARD CO.,ROCKLEDGE,04/23/1997,1151,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069936,C,9,MLB,0,0, , , , , , , , ,ROCKLEDGE,28.33,-80.72,28.33,-80.72,148,
5600063,BREVARD CO.,ROCKLEDGE,04/23/1997,1151,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062496,C,9,MLB,0,0, , , , , , , , ,ROCKLEDGE,28.33,-80.72,28.33,-80.72,149,
5609535,POLK CO.,FT MEADE,04/23/1997,1155,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2067067,C,105,TBW,0,0, , , , , , , , ,FT MEADE,27.75,-81.8,27.75,-81.8,150,
5609537,POLK CO.,LAKELAND,04/23/1997,1200,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,2067069,C,105,TBW,0,0, , , , ,2,S,2,S,LAKELAND,28,-81.95,28,-81.95,151,
5616721,INDIAN RIVER CO.,SEBASTIAN,04/23/1997,1205,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2069936,C,61,MLB,0,0, , , , , , , , ,SEBASTIAN,27.82,-80.47,27.82,-80.47,152,
5600064,INDIAN RIVER CO.,SEBASTIAN,04/23/1997,1205,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2062496,C,61,MLB,0,0, , , , , , , , ,SEBASTIAN,27.82,-80.47,27.82,-80.47,153,
5609539,POLK CO.,LAKE WALES,04/23/1997,1205,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2067071,C,105,TBW,0,0, , , , , , , , ,LAKE WALES,27.9,-81.58,27.9,-81.58,154,
5609540,POLK CO.,FROSTPROOF,04/23/1997,1205,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2067072,C,105,TBW,0,0, , , , , , , , ,FROSTPROOF,27.73,-81.53,27.73,-81.53,155,
5616722,BREVARD CO.,SATELLITE BEACH,04/23/1997,1210,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2069936,C,9,MLB,0,0, , , , , , , , ,SATELLITE BEACH,28.17,-80.6,28.17,-80.6,156,
5600065,BREVARD CO.,SATELLITE BEACH,04/23/1997,1210,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2062496,C,9,MLB,0,0, , , , , , , , ,SATELLITE BEACH,28.17,-80.6,28.17,-80.6,157,
5609541,MANATEE CO.,BRADENTON,04/23/1997,1210,Tornado, ,F0,0,0,60000,0,FL,EST, ,2067073,C,81,TBW,0,0, , ,0.1,5,9,WSW,9,WSW,BRADENTON,27.43,-82.7,27.43,-82.7,158,
5616724,OSCEOLA CO.,KENANSVILLE,04/23/1997,1215,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069936,C,97,MLB,0,0, , , , , , , , ,KENANSVILLE,27.88,-80.98,27.88,-80.98,159,
5600067,OSCEOLA CO.,KENANSVILLE,04/23/1997,1215,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062496,C,97,MLB,0,0, , , , , , , , ,KENANSVILLE,27.88,-80.98,27.88,-80.98,160,
5600066,BREVARD CO.,PALM BAY,04/23/1997,1215,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062496,C,9,MLB,0,0, , , , , , , , ,PALM BAY,28.03,-80.58,28.03,-80.58,161,
5616723,BREVARD CO.,PALM BAY,04/23/1997,1215,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069936,C,9,MLB,0,0, , , , , , , , ,PALM BAY,28.03,-80.58,28.03,-80.58,162,
5609542,PINELLAS CO.,ST PETERSBURG BEACH,04/23/1997,1217,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,2067074,C,103,TBW,0,0, , , , , , , , ,ST PETERSBURG BEACH,27.73,-82.75,27.73,-82.75,163,
5609543,SARASOTA CO.,SARASOTA,04/23/1997,1220,Flood, , ,0,0,0,0,FL,EST, ,2067075,C,115,TBW,0,0, , , , ,10,NW,4,W,SARASOTA, , , , ,164,
5616725,BREVARD CO.,MELBOURNE BEACH,04/23/1997,1225,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069936,C,9,MLB,0,0, , , , , , , , ,MELBOURNE BEACH,28.07,-80.57,28.07,-80.57,165,
5600068,BREVARD CO.,MELBOURNE BEACH,04/23/1997,1225,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062496,C,9,MLB,0,0, , , , , , , , ,MELBOURNE BEACH,28.07,-80.57,28.07,-80.57,166,
5609623,MANATEE CO.,BRADENTON,04/23/1997,1330,Thunderstorm Wind, , ,0,0,100000,0,FL,EST, ,1045590,C,81,TBW,0,0, , , , , , , , ,BRADENTON,27.48,-82.57,27.48,-82.57,167,
5609624,MANATEE CO.,ANNA MARIA,04/23/1997,1330,Thunderstorm Wind, , ,0,0,15000,0,FL,EST, ,2067076,C,81,TBW,0,0, , , , , , , , ,ANNA MARIA,27.53,-82.73,27.53,-82.73,168,
5609625,SARASOTA CO.,SARASOTA,04/23/1997,1331,Thunderstorm Wind,52, ,0,0,0,0,FL,EST, ,2067077,C,115,TBW,0,0, , , , , , , , ,SARASOTA,27.33,-82.53,27.33,-82.53,169,
5609626,SARASOTA CO.,SARASOTA,04/23/1997,1335,Thunderstorm Wind, , ,0,0,125000,0,FL,EST, ,1045593,C,115,TBW,0,0, , , , ,3,N,3,N,SARASOTA,27.38,-82.53,27.38,-82.53,170,
5609627,HIGHLANDS CO.,AVON PARK,04/23/1997,1400,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2067078,C,55,TBW,0,0, , , , , , , , ,AVON PARK,27.6,-81.52,27.6,-81.52,171,
5609628,SARASOTA CO.,SARASOTA,04/23/1997,1410,Tornado, ,F0,0,0,25000,0,FL,EST, ,2067079,C,115,TBW,0,0, , ,0.1,5,3,NNE,3,NNE,SARASOTA,27.37,-82.52,27.37,-82.52,172,
5609629,SARASOTA CO.,SARASOTA,04/23/1997,1410,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2067080,C,115,TBW,0,0, , , , ,5,E,5,E,SARASOTA,27.33,-82.45,27.33,-82.45,173,
5609630,MANATEE CO.,BRADENTON BEACH,04/23/1997,1415,Thunderstorm Wind, , ,0,0,35000,0,FL,EST, ,2067081,C,81,TBW,0,0, , , , , , , , ,BRADENTON BEACH,27.47,-82.7,27.47,-82.7,174,
5609631,MANATEE CO.,BRADENTON,04/23/1997,1425,Thunderstorm Wind, , ,0,0,30000,0,FL,EST, ,2067082,C,81,TBW,0,0, , , , , , , , ,BRADENTON,27.48,-82.57,27.48,-82.57,175,
5609632,SARASOTA CO.,SARASOTA,04/23/1997,1430,Flood, , ,0,0,0,0,FL,EST, ,2067083,C,115,TBW,0,0, , , , ,4,E,4,E,SARASOTA, , , , ,176,
5609633,SARASOTA CO.,SARASOTA,04/23/1997,1445,Thunderstorm Wind, , ,0,0,150000,0,FL,EST, ,1045600,C,115,TBW,0,0, , , , , , , , ,SARASOTA,27.33,-82.53,27.33,-82.53,177,
5609634,DE SOTO CO.,ARCADIA,04/23/1997,1455,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,2067084,C,27,TBW,0,0, , , , , , , , ,ARCADIA,27.22,-81.87,27.22,-81.87,178,
5609636,HARDEE CO.,WAUCHULA,04/23/1997,1500,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2067086,C,49,TBW,0,0, , , , , , , , ,WAUCHULA,27.55,-81.82,27.55,-81.82,179,
5609635,HIGHLANDS CO.,AVON PARK,04/23/1997,1500,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2067085,C,55,TBW,0,0, , , , , , , , ,AVON PARK,27.6,-81.52,27.6,-81.52,180,
5609637,SARASOTA CO.,SARASOTA,04/23/1997,1535,Thunderstorm Wind, , ,0,0,50000,0,FL,EST, ,2067087,C,115,TBW,0,0, , , , ,26,SE,26,SE,SARASOTA,27.07,-82.23,27.07,-82.23,181,
5609713,CHARLOTTE CO.,PUNTA GORDA,04/23/1997,1545,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2067088,C,15,TBW,0,0, , , , ,6,NE,6,NE,PUNTA GORDA,27,-81.98,27,-81.98,182,
5609714,HIGHLANDS CO.,AVON PARK,04/23/1997,1600,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,2067089,C,55,TBW,0,0, , , , , , , , ,AVON PARK,27.6,-81.52,27.6,-81.52,183,
5609715,DE SOTO CO.,ARCADIA,04/23/1997,1615,Thunderstorm Wind, , ,0,0,3000,0,FL,EST, ,2067090,C,27,TBW,0,0, , , , , , , , ,ARCADIA,27.22,-81.87,27.22,-81.87,184,
5609717,PINELLAS CO.,SEMINOLE,04/26/1997,700,Heavy Rain, , ,0,0,0,0,FL,EST, ,2067092,C,103,TBW,0,0, , , , , , , , ,SEMINOLE, , , , ,185,
5609718,HILLSBOROUGH CO.,TAMPA,04/26/1997,742,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2067093,C,57,TBW,0,0, , , , , , , , ,TAMPA,27.98,-82.47,27.98,-82.47,186,
5609719,PASCO CO.,ZEPHYRHILLS,04/26/1997,758,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2067094,C,101,TBW,0,0, , , , , , , , ,ZEPHYRHILLS,28.23,-82.18,28.23,-82.18,187,
5609720,HILLSBOROUGH CO.,TAMPA,04/26/1997,800,Heavy Rain, , ,0,0,0,0,FL,EST, ,1045612,C,57,TBW,0,0, , , , , , , , ,TAMPA, , , , ,188,
5609721,MANATEE CO.,BRADENTON,04/26/1997,800,Heavy Rain, , ,0,0,0,0,FL,EST, ,2067095,C,81,TBW,0,0, , , , , , , , ,BRADENTON, , , , ,189,
5609722,PINELLAS CO.,TREASURE IS,04/26/1997,830,Flood, , ,0,0,3000,0,FL,EST, ,2067096,C,103,TBW,0,0, , , , , , , , ,TREASURE IS, , , , ,190,
5609724,MANATEE CO.,BRADENTON,04/26/1997,915,Tornado, ,F0,0,0,2000,0,FL,EST, ,2067098,C,81,TBW,0,0, , ,1,5, , , , ,BRADENTON,27.48,-82.57,27.48,-82.57,191,
5609725,MANATEE (ZONE), ,04/26/1997,930,Flood, , ,0,0,2900000,0,FL,EST, ,2067099,Z,55,TBW,0,0, , , , , , , , , , , , , ,192,
5609726,MANATEE CO.,BRADENTON,04/26/1997,945,Thunderstorm Wind, , ,0,0,50000,0,FL,EST, ,2067100,C,81,TBW,0,0, , , , , , , , ,BRADENTON,27.48,-82.57,27.48,-82.57,193,
5609727,HIGHLANDS CO.,SEBRING,04/26/1997,1130,Thunderstorm Wind,52, ,0,0,4000,0,FL,EST, ,2067101,C,55,TBW,0,0, , , , , , , , ,SEBRING,27.5,-81.45,27.5,-81.45,194,
5609728,DE SOTO CO.,ARCADIA,04/26/1997,1143,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2067102,C,27,TBW,0,0, , , , , , , , ,ARCADIA,27.22,-81.87,27.22,-81.87,195,
5591849,MIAMI-DADE CO.,KENDELL DR AREA,04/26/1997,1600,Flash Flood, , ,0,0,0,0,FL,EST, ,2061390,C,86,MFL,0,0, , , , , , , , ,KENDELL DR AREA, , , , ,196,
5599328,ALACHUA CO.,GAINESVILLE,04/28/1997,745,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,2063446,C,1,JAX,0,0, , , , , , , , ,GAINESVILLE,29.65,-82.32,29.65,-82.32,197,
5599329,ALACHUA CO.,HIGH SPGS,04/28/1997,810,Thunderstorm Wind, , ,0,0,50000,0,FL,EST, ,2063446,C,1,JAX,0,0, , , , ,1,S, , ,GAINESVILLE,29.82,-82.6,29.65,-82.32,198,
5599330,UNION CO.,LAKE BUTLER,04/28/1997,908,Thunderstorm Wind, , ,0,0,8000,0,FL,EST, ,2063446,C,125,JAX,0,0, , , , , , , , ,LAKE BUTLER,30.02,-82.33,30.02,-82.33,199,
5599331,ALACHUA CO.,GAINESVILLE,04/28/1997,942,Thunderstorm Wind, , ,0,0,15000,0,FL,EST, ,2063446,C,1,JAX,0,0, , , , , , , , ,GAINESVILLE,29.65,-82.32,29.65,-82.32,200,
5599332,ALACHUA CO.,GAINESVILLE,04/28/1997,1015,Thunderstorm Wind, , ,0,0,500,0,FL,EST, ,2063446,C,1,JAX,0,0, , , , , , , , ,GAINESVILLE,29.65,-82.32,29.65,-82.32,201,
5599333,NASSAU CO.,YULEE,04/28/1997,1030,Thunderstorm Wind, , ,0,0,500,0,FL,EST, ,2063446,C,89,JAX,0,0, , , , , , , , ,YULEE,30.63,-81.6,30.63,-81.6,202,
5609805,HILLSBOROUGH CO.,TAMPA,04/28/1997,1055,Tornado, ,F0,0,1,500000,0,FL,EST, ,2067103,C,57,TBW,0,0, , ,2.7,50, , , , ,TAMPA,27.98,-82.47,27.98,-82.47,203,
5609806,CHARLOTTE CO.,ENGLEWOOD,04/28/1997,1130,Tornado, ,F0,0,0,30000,0,FL,EST, ,2067104,C,15,TBW,0,0, , ,0.6,10, , , , ,ENGLEWOOD,26.98,-82.33,26.98,-82.33,204,
5609807,POLK CO.,LAKELAND,04/28/1997,1140,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,2067105,C,105,TBW,0,0, , , , , , , , ,LAKELAND,28.03,-81.95,28.03,-81.95,205,
5609808,DE SOTO CO.,ARCADIA,04/28/1997,1223,Tornado, ,F0,0,0,2000,0,FL,EST, ,2067106,C,27,TBW,0,0, , ,3,5, , ,3,E,ARCADIA,27.22,-81.87,27.22,-81.82,206,
5609809,DE SOTO CO.,ARCADIA,04/28/1997,1230,Thunderstorm Wind, , ,0,0,3000,0,FL,EST, ,2067107,C,27,TBW,0,0, , , , ,4,SW,4,SSW,ARCADIA,27.18,-81.92,27.17,-81.88,207,
5600070,ORANGE CO.,ORLANDO,04/28/1997,1245,Thunderstorm Wind, , ,0,0,60000,0,FL,EST, ,2062497,C,95,MLB,0,0, , , , , , , , ,ORLANDO,28.55,-81.37,28.55,-81.37,208,
5609810,DE SOTO CO.,ARCADIA,04/28/1997,1245,Tornado, ,F0,0,0,0,0,FL,EST, ,2067108,C,27,TBW,0,0, , ,0.1,5,3,E,3,E,ARCADIA,27.22,-81.82,27.22,-81.82,209,
5600071,OSCEOLA CO.,KISSIMMEE,04/28/1997,1245,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062497,C,97,MLB,0,0, , , , , , , , ,KISSIMMEE,28.3,-81.4,28.3,-81.4,210,
5616728,OSCEOLA CO.,KISSIMMEE,04/28/1997,1245,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069937,C,97,MLB,0,0, , , , , , , , ,KISSIMMEE,28.3,-81.4,28.3,-81.4,211,
5616727,ORANGE CO.,ORLANDO,04/28/1997,1245,Thunderstorm Wind, , ,0,0,60000,0,FL,EST, ,2069937,C,95,MLB,0,0, , , , , , , , ,ORLANDO,28.55,-81.37,28.55,-81.37,212,
5616729,SEMINOLE CO.,LONGWOOD,04/28/1997,1255,Thunderstorm Wind, , ,0,0,40000,0,FL,EST, ,2069937,C,117,MLB,0,0, , , , , , , , ,LONGWOOD,28.7,-81.35,28.7,-81.35,213,
5600072,SEMINOLE CO.,LONGWOOD,04/28/1997,1255,Thunderstorm Wind, , ,0,0,40000,0,FL,EST, ,2062497,C,117,MLB,0,0, , , , , , , , ,LONGWOOD,28.7,-81.35,28.7,-81.35,214,
5600073,ORANGE CO.,BITHLO,04/28/1997,1300,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062497,C,95,MLB,0,0, , , , , , , , ,BITHLO,28.55,-81.1,28.55,-81.1,215,
5609811,HIGHLANDS CO.,AVON PARK,04/28/1997,1300,Tornado, ,F0,0,0,0,0,FL,EST, ,2067109,C,55,TBW,0,0, , ,0.2,5,10,SSW,10,SSW,AVON PARK,27.47,-81.58,27.47,-81.58,216,
5616730,ORANGE CO.,BITHLO,04/28/1997,1300,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2069937,C,95,MLB,0,0, , , , , , , , ,BITHLO,28.55,-81.1,28.55,-81.1,217,
5600074,VOLUSIA CO.,NEW SMYRNA BEACH,04/28/1997,1329,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,2062497,C,127,MLB,0,0, , , , , , , , ,NEW SMYRNA BEACH,29.02,-80.93,29.02,-80.93,218,
