EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER,,,
5683871,BAY CO.,YOUNGSTOWN,01/02/1999,1535,Thunderstorm Wind, , ,0,0,250000,0,FL,EST, ,1502802,C,5,TAE,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , ,YOUNGSTOWN,30.37,-85.43,30.37,-85.43,12,,,
5683767,WASHINGTON CO.,COUNTYWIDE,01/02/1999,1540,Thunderstorm Wind, , ,0,0,30000,0,FL,EST, ,1502380,C,133,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,30.62,-85.67,30.62,-85.67,13,,,
5683766,JACKSON CO.,MARIANNA,01/02/1999,1615,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1500606,C,63,TAE,0,0,EMERGENCY MANAGER, , , ,10,N,10,N,MARIANNA,30.93,-85.23,30.93,-85.23,14,,,
5683869,GULF CO.,WEWAHITCHKA,01/02/1999,1630,Tornado, ,F0,0,0,30000,0,FL,EST, ,1500607,C,45,TAE,0,0,EMERGENCY MANAGER, ,1,35,2,SW,1,S,WEWAHITCHKA,30.1,-85.22,30.1,-85.2,15,,,
5679976,DUVAL CO.,JACKSONVILLE BEACH,01/02/1999,1730,Thunderstorm Wind, , ,0,0,4500,0,FL,EST, ,1500920,C,31,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,JACKSONVILLE BEACH,30.28,-81.38,30.28,-81.38,16,,,
5679822,NASSAU CO.,HILLIARD,01/02/1999,1730,Thunderstorm Wind, , ,0,0,1500,0,FL,EST, ,1500916,C,89,JAX,0,0,UTILITY COMPANY, , , , , , , ,HILLIARD,30.68,-81.92,30.68,-81.92,17,,,
5682278,PASCO CO.,HUDSON,01/02/1999,2100,Storm Surge/Tide, , ,0,0,1800000,0,FL,EST, ,1500136,C,101,TBW,0,0,EMERGENCY MANAGER, , , , , , , ,NEW PORT RICHEY, , , , ,18,,,
5682275,HERNANDO CO.,PINE IS,01/02/1999,2100,Storm Surge/Tide, , ,0,0,75000,0,FL,EST, ,1500136,C,53,TBW,0,0,EMERGENCY MANAGER, , , , , , , ,BAYPORT, , , , ,19,,,
5682279,PINELLAS CO.,ANCLOTE,01/02/1999,2100,Storm Surge/Tide, , ,0,0,200000,0,FL,EST, ,1500136,C,103,TBW,0,0,EMERGENCY MANAGER, , , , , , , ,ST PETERSBURG BEACH, , , , ,20,,,
5679512,SUWANNEE CO.,LIVE OAK,01/02/1999,2115,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,1501805,C,121,JAX,0,0,EMERGENCY MANAGER, , , ,3,E,3,E,LIVE OAK,30.3,-82.93,30.3,-82.93,21,,,
5683765,DIXIE CO.,OLD TOWN,01/02/1999,2117,Thunderstorm Wind, , ,0,0,40000,0,FL,EST, ,1500606,C,29,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,OLD TOWN,29.6,-82.98,29.6,-82.98,22,,,
5679513,COLUMBIA CO.,LAKE CITY,01/02/1999,2130,Thunderstorm Wind, , ,0,0,1500,0,FL,EST, ,1502227,C,23,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,LAKE CITY,30.18,-82.63,30.18,-82.63,23,,,
5679835,HAMILTON CO.,WHITE SPGS,01/02/1999,2130,Thunderstorm Wind, , ,0,0,1500,0,FL,EST, ,1502662,C,47,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,WHITE SPGS,30.33,-82.75,30.33,-82.75,24,,,
5679833,GILCHRIST CO.,TRENTON,01/02/1999,2145,Thunderstorm Wind, , ,0,0,2500,0,FL,EST, ,1500451,C,41,JAX,0,0,UTILITY COMPANY, , , ,8,N,8,N,TRENTON,29.73,-82.82,29.73,-82.82,25,,,
5682276,HILLSBOROUGH CO.,APOLLO BEACH,01/02/1999,2200,Storm Surge/Tide, , ,0,0,0,0,FL,EST, ,1500136,C,57,TBW,0,0,EMERGENCY MANAGER, , , , , , , ,TAMPA, , , , ,26,,,
5682277,MANATEE CO.,ANNA MARIA,01/02/1999,2200,Storm Surge/Tide, , ,0,0,200000,0,FL,EST, ,1500136,C,81,TBW,0,0,EMERGENCY MANAGER, , , , , , , ,LONGBEACH, , , , ,27,,,
5683873,CITRUS CO.,CRYSTAL RIVER,01/02/1999,2215,Thunderstorm Wind,57, ,0,0,10000,0,FL,EST, ,1500134,C,17,TBW,0,0,TRAINED SPOTTER, , , ,4,S,4,S,CRYSTAL RIVER,28.85,-82.57,28.85,-82.57,28,,,
5683874,HERNANDO CO.,SPRING HILL,01/02/1999,2226,Tornado, ,F0,0,0,75000,0,FL,EST, ,1500608,C,53,TBW,0,0,GENERAL PUBLIC, ,0.5,15,9,ENE,10,ENE,SPRING HILL,28.6,-82.32,28.6,-82.3,29,,,
5679823,PUTNAM CO.,BOSTWICK,01/02/1999,2230,Thunderstorm Wind, , ,0,0,15000,0,FL,EST, ,1075085,C,107,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,BOSTWICK,29.77,-81.63,29.77,-81.63,30,,,
5683875,CITRUS CO.,INVERNESS,01/02/1999,2237,Thunderstorm Wind, , ,0,0,50000,0,FL,EST, ,1501952,C,17,TBW,0,0,LAW ENFORCEMENT, , , , , , , ,INVERNESS,28.83,-82.33,28.83,-82.33,31,,,
5682133,PASCO CO.,HUDSON,01/02/1999,2237,Thunderstorm Wind, , ,0,0,50000,0,FL,EST, ,1502921,C,101,TBW,0,0,NEWSPAPER, , , , , , , ,HUDSON,28.37,-82.7,28.37,-82.7,32,,,
5679825,MARION CO.,OCALA ARPT,01/02/1999,2245,Thunderstorm Wind, , ,0,0,3000,0,FL,EST, ,1502660,C,83,JAX,0,0,TRAINED SPOTTER, , , , , , , ,OCALA ARPT,29.17,-82.22,29.17,-82.22,33,,,
5683876,PINELLAS CO.,LARGO,01/02/1999,2252,Thunderstorm Wind,52, ,0,0,20000,0,FL,EST, ,1502919,C,103,TBW,0,0,TRAINED SPOTTER, , , , , , , ,LARGO,27.92,-82.8,27.92,-82.8,34,,,
5683990,MANATEE CO.,ANNA MARIA,01/02/1999,2255,Thunderstorm Wind, , ,0,0,100000,0,FL,EST, ,1501514,C,81,TBW,0,0,LAW ENFORCEMENT, , , , , ,1,W,BRADENTON,27.53,-82.73,27.48,-82.58,35,,,
5679514,CLAY CO.,DOCTORS LAKE,01/02/1999,2300,Thunderstorm Wind, , ,0,0,3000,0,FL,EST, ,1502659,C,19,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,DOCTORS LAKE,30.15,-81.75,30.15,-81.75,36,,,
5683996,SARASOTA CO.,SARASOTA,01/02/1999,2310,Tornado, ,F0,0,0,250000,0,FL,EST, ,1502804,C,115,TBW,0,0,NWS STORM SURVEY, ,2.3,20,3,W,1,N,SARASOTA,27.33,-82.57,27.33,-82.53,37,,,
5684079,HERNANDO CO.,RIDGE MANOR,01/02/1999,2310,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1500609,C,53,TBW,0,0,GENERAL PUBLIC, , , , , , , ,RIDGE MANOR,28.52,-82.17,28.52,-82.17,38,,,
5683991,SUMTER CO.,WILDWOOD,01/02/1999,2315,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,1501953,C,119,TBW,0,0,LAW ENFORCEMENT, , , , , ,1,NE,WILDWOOD,28.87,-82.03,28.88,-82.02,39,,,
5679988,PUTNAM CO.,BOSTWICK,01/02/1999,2315,Tornado, ,F0,0,0,35000,0,FL,EST, ,1500454,C,107,JAX,0,0,EMERGENCY MANAGER, ,11,10,6,SW,5,NE,BOSTWICK,29.7,-81.7,29.82,-81.57,40,,,
5683992,PASCO CO.,ZEPHYRHILLS,01/02/1999,2315,Thunderstorm Wind, , ,0,0,50000,0,FL,EST, ,1501954,C,101,TBW,0,0,LAW ENFORCEMENT, , , , , , , ,ZEPHYRHILLS,28.23,-82.18,28.23,-82.18,41,,,
5683994,HILLSBOROUGH CO.,TAMPA,01/02/1999,2322,Tornado, ,F1,0,1,150000,0,FL,EST, ,1501955,C,57,TBW,0,0,NWS STORM SURVEY, ,2.3,10,9,SE,9,SE,TAMPA,27.88,-82.37,27.88,-82.37,42,,,
5683993,MANATEE CO.,PARRISH,01/02/1999,2330,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1502803,C,81,TBW,0,0,TRAINED SPOTTER, , , ,4,SW,4,SW,PARRISH,27.55,-82.48,27.55,-82.48,43,,,
5679840,ALACHUA CO.,HAWTHORNE,01/02/1999,2330,Thunderstorm Wind, , ,0,0,1500,0,FL,EST, ,1502663,C,1,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,HAWTHORNE,29.58,-82.08,29.58,-82.08,44,,,
5683995,HILLSBOROUGH CO.,APOLLO BEACH,01/02/1999,2330,Thunderstorm Wind,50, ,0,0,10000,0,FL,EST,EG,1502920,C,57,TBW,0,0,GENERAL PUBLIC, , , , , , , ,APOLLO BEACH,27.75,-82.43,27.75,-82.43,45,,,
5679989,ST. JOHNS CO.,TOCOI,01/02/1999,2330,Tornado, ,F0,0,0,4000,0,FL,EST, ,1500454,C,109,JAX,0,0,LAW ENFORCEMENT, ,5,10,3,SW,2,NE,TOCOI,29.8,-81.6,29.85,-81.55,46,,,
5682134,HILLSBOROUGH CO.,TAMPA,01/02/1999,2335,Tornado, ,F1,0,0,150000,0,FL,EST, ,1500135,C,57,TBW,0,0,UTILITY COMPANY, ,0.2,100,22,E,22,E,TAMPA,27.98,-82.12,27.98,-82.12,47,,,
5679834,ST. JOHNS CO.,ST AUGUSTINE,01/02/1999,2350,Thunderstorm Wind, , ,0,0,15000,0,FL,EST, ,1502228,C,109,JAX,0,0,BROADCAST MEDIA, , , , , , , ,ST AUGUSTINE,29.88,-81.32,29.88,-81.32,48,,,
5684070,SARASOTA CO.,VENICE,01/02/1999,2358,Tornado, ,F0,0,0,350000,0,FL,EST, ,1502805,C,115,TBW,0,0,NWS STORM SURVEY, ,3.9,33,11,ESE,14,ESE,VENICE,27.05,-82.3,27.02,-82.23,49,,,
5684345,ORANGE CO.,ZELLWOOD,01/03/1999,15,Thunderstorm Wind,50, ,0,0,5000,0,FL,EST, ,1500585,C,95,MLB,0,0,LAW ENFORCEMENT, , , , , , , ,ZELLWOOD,28.73,-81.6,28.73,-81.6,50,,,
5684071,CHARLOTTE CO.,PORT CHARLOTTE,01/03/1999,15,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1501515,C,15,TBW,0,0,LAW ENFORCEMENT, , , , , , , ,PORT CHARLOTTE,26.97,-82.1,26.97,-82.1,51,,,
5684073,DE SOTO CO.,ARCADIA MUNI ARPT,01/03/1999,27,Thunderstorm Wind, , ,0,0,150000,0,FL,EST, ,1501517,C,27,TBW,0,0,LAW ENFORCEMENT, , , , , , , ,ARCADIA,27.18,-81.83,27.22,-81.87,52,,,
5684072,POLK CO.,LAKELAND,01/03/1999,30,Thunderstorm Wind, , ,0,0,15000,0,FL,EST, ,1501516,C,105,TBW,0,0,EMERGENCY MANAGER, , , ,3,S,3,S,LAKELAND,27.98,-81.95,27.98,-81.95,53,,,
5684346,VOLUSIA CO.,DELTONA,01/03/1999,35,Thunderstorm Wind,50, ,0,0,10000,0,FL,EST, ,1500585,C,127,MLB,0,0,LAW ENFORCEMENT, , , , , , , ,DELTONA,28.9,-81.23,28.9,-81.23,54,,,
5679827,FLAGLER CO.,BUNNELL,01/03/1999,35,Thunderstorm Wind, , ,0,0,2500,0,FL,EST, ,1500918,C,35,JAX,0,0,EMERGENCY MANAGER, , , ,1,S,1,S,BUNNELL,29.45,-81.27,29.45,-81.27,55,,,
5684074,POLK CO.,BARTOW,01/03/1999,37,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1501087,C,105,TBW,0,0,EMERGENCY MANAGER, , , , , , , ,HAINES CITY,27.88,-81.83,28.12,-81.62,56,,,
5684347,SEMINOLE CO.,SANFORD,01/03/1999,40,Thunderstorm Wind,50, ,0,0,50000,0,FL,EST, ,1500585,C,117,MLB,0,0,EMERGENCY MANAGER, , , , , , , ,SANFORD,28.8,-81.27,28.8,-81.27,57,,,
5684075,DE SOTO CO.,ARCADIA,01/03/1999,47,Thunderstorm Wind, , ,0,0,15000,0,FL,EST, ,1502382,C,27,TBW,0,0,LAW ENFORCEMENT, , , ,3,E,3,E,ARCADIA,27.22,-81.82,27.22,-81.82,58,,,
5684348,OSCEOLA CO.,ST CLOUD,01/03/1999,50,Thunderstorm Wind,50, ,0,0,70000,0,FL,EST, ,1500585,C,97,MLB,0,0,LAW ENFORCEMENT, , , , , , , ,ST CLOUD,28.25,-81.28,28.25,-81.28,59,,,
5684349,SEMINOLE CO.,GENEVA,01/03/1999,50,Thunderstorm Wind,50, ,0,0,30000,0,FL,EST, ,1500585,C,117,MLB,0,0,EMERGENCY MANAGER, , , , , , , ,GENEVA,28.73,-81.12,28.73,-81.12,60,,,
5684078,HIGHLANDS CO.,AVON PARK,01/03/1999,55,Thunderstorm Wind, , ,0,0,30000,0,FL,EST, ,1501089,C,55,TBW,0,0,GENERAL PUBLIC, , , , , , , ,SEBRING,27.6,-81.52,27.5,-81.45,61,,,
5684350,OSCEOLA CO.,DEER PARK,01/03/1999,110,Thunderstorm Wind,61, ,0,0,0,0,FL,EST, ,1500585,C,97,MLB,0,0,TRAINED SPOTTER, , , ,10,N,10,N,DEER PARK,28.23,-80.9,28.23,-80.9,62,,,
5684076,POLK CO.,LAKE WALES,01/03/1999,125,Thunderstorm Wind, , ,0,0,20000,0,FL,EST, ,1502383,C,105,TBW,0,0,EMERGENCY MANAGER, , , ,1,N,1,N,LAKE WALES,27.92,-81.58,27.92,-81.58,63,,,
5679252,COLLIER CO.,MARCO,01/03/1999,129,Thunderstorm Wind,70, ,0,0,10000,0,FL,EST, ,1500474,C,21,MFL,0,0,GENERAL PUBLIC, , , , , , , ,MARCO,25.97,-81.73,25.97,-81.73,64,,,
5684351,BREVARD CO.,COCOA,01/03/1999,135,Thunderstorm Wind,50, ,0,0,20000,0,FL,EST, ,1500585,C,9,MLB,0,0,AMATEUR RADIO, , , , , , , ,COCOA,28.35,-80.73,28.35,-80.73,65,,,
5684077,HIGHLANDS CO.,LORIDA,01/03/1999,145,Tornado, ,F0,0,0,10000,0,FL,EST, ,1501088,C,55,TBW,0,0,LAW ENFORCEMENT, ,0.1,10, , , , ,LORIDA,27.45,-81.27,27.45,-81.27,66,,,
5684352,OKEECHOBEE CO.,OKEECHOBEE,01/03/1999,200,Thunderstorm Wind,50, ,0,0,10000,0,FL,EST, ,1500585,C,93,MLB,0,0,LAW ENFORCEMENT, , , , , , , ,OKEECHOBEE,27.25,-80.83,27.25,-80.83,67,,,
5684474,INDIAN RIVER CO.,VERO BEACH MUNI ARPT,01/03/1999,234,Thunderstorm Wind,50, ,0,0,5000,0,FL,EST, ,1500585,C,61,MLB,0,0,GOVT OFFICIAL, , , , , , , ,VERO BEACH MUNI ARPT,27.65,-80.42,27.65,-80.42,68,,,
5679347,PALM BEACH CO.,PALM BEACH ARPT,01/03/1999,400,Thunderstorm Wind,65, ,0,0,250000,0,FL,EST, ,1502685,C,99,MFL,0,0,NEWSPAPER, , , ,7,W,7,W,PALM BEACH ARPT,26.68,-80.27,26.68,-80.27,69,,,
5679348,MIAMI-DADE CO.,WESTCHESTER,01/03/1999,418,Thunderstorm Wind,60, ,0,0,0,0,FL,EST, ,1500947,C,86,MFL,0,0,BROADCAST MEDIA, , , , , , , ,WESTCHESTER,25.75,-80.3,25.75,-80.3,70,,,
5684615,SANTA ROSA CO.,MILTON,01/09/1999,555,Thunderstorm Wind,55, ,0,0,5000,0,FL,CST, ,1501488,C,113,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,MILTON,30.63,-87.03,30.63,-87.03,71,,,
5684616,OKALOOSA CO.,FT WALTON BEACH,01/09/1999,630,Thunderstorm Wind,55, ,0,0,20000,0,FL,CST, ,1500587,C,91,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,FT WALTON BEACH,30.37,-86.67,30.37,-86.67,72,,,
5684617,OKALOOSA CO.,DESTIN,01/09/1999,702,Thunderstorm Wind,50, ,0,0,0,0,FL,CST, ,1503381,C,91,MOB,0,0,METEOROLOGIST(NON NWS), , , , , , , ,DESTIN,30.38,-86.52,30.38,-86.52,73,,,
5683760,WALTON CO.,PAXTON,01/09/1999,730,Thunderstorm Wind, , ,0,0,3000,0,FL,EST, ,1501511,C,131,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,PAXTON,30.97,-86.3,30.97,-86.3,74,,,
5684748,ESCAMBIA CO.,MOLINO,01/13/1999,1632,Funnel Cloud, , ,0,0,0,0,FL,CST, ,1503383,C,33,MOB,0,0,LAW ENFORCEMENT, , , , , , , ,MOLINO, , , , ,75,,,
5679985,SUWANNEE CO.,ELLAVILLE,01/18/1999,1020,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1500921,C,121,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,ELLAVILLE,30.4,-83.17,30.4,-83.17,76,,,
5679983,HAMILTON CO.,WHITE SPGS,01/18/1999,1057,Thunderstorm Wind, , ,0,0,2500,0,FL,EST, ,1500921,C,47,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,WHITE SPGS,30.33,-82.75,30.33,-82.75,77,,,
5679986,BAKER CO.,GLEN ST MARY,01/18/1999,1115,Thunderstorm Wind, , ,0,0,3500,0,FL,EST, ,1500922,C,3,JAX,0,0,EMERGENCY MANAGER, , , ,5,N,5,N,GLEN ST MARY,30.35,-82.17,30.35,-82.17,78,,,
5679982,GILCHRIST CO.,TRENTON,01/18/1999,1255,Thunderstorm Wind,75, ,0,0,0,0,FL,EST, ,1502231,C,41,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,TRENTON,29.62,-82.82,29.62,-82.82,79,,,
5679981,BRADFORD CO.,STARKE,01/18/1999,1315,Thunderstorm Wind, , ,0,0,3500,0,FL,EST, ,1501369,C,7,JAX,0,0,UTILITY COMPANY, , , , , , , ,STARKE,29.95,-82.1,29.95,-82.1,80,,,
5679980,ALACHUA CO.,CAMPVILLE,01/18/1999,1400,Thunderstorm Wind, , ,0,0,2500,0,FL,EST, ,1503232,C,1,JAX,0,0,UTILITY COMPANY, , , , , , , ,CAMPVILLE,29.67,-82.12,29.67,-82.12,81,,,
5679978,PUTNAM CO.,INTERLACHEN,01/18/1999,1401,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,1502664,C,107,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,INTERLACHEN,29.62,-81.9,29.62,-81.9,82,,,
5679977,FLAGLER CO.,MANTANZAS,01/18/1999,1450,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1501367,C,35,JAX,0,0,TRAINED SPOTTER, , , , , , , ,MANTANZAS,29.55,-81.22,29.55,-81.22,83,,,
5683759,WASHINGTON CO.,COUNTYWIDE,01/23/1999,645,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1500133,C,133,TAE,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , ,COUNTYWIDE,30.62,-85.67,30.62,-85.67,84,,,
5679987,COLUMBIA CO.,LAKE CITY,01/23/1999,1345,Thunderstorm Wind, , ,0,0,1500,0,FL,EST, ,1500453,C,23,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,LAKE CITY,30.18,-82.63,30.18,-82.63,85,,,
5679351,HENDRY CO.,LA BELLE,01/24/1999,600,Tornado, ,F0,0,0,50000,0,FL,EST, ,1503255,C,51,MFL,0,0,NEWSPAPER, ,0.5,15, , , , ,LA BELLE,26.75,-81.43,26.75,-81.43,86,,,
5681184,BROWARD CO.,TAMARAC,02/09/1999,1814,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1502953,C,11,MFL,0,0,LAW ENFORCEMENT, , , , , , , ,TAMARAC, , , , ,87,,,
5681186,PALM BEACH CO.,BOCA RATON,02/18/1999,915,Tornado, ,F0,0,0,0,0,FL,EST, ,1502837,C,99,MFL,0,0,GENERAL PUBLIC, ,2,10, , , , ,BOCA RATON,26.35,-80.08,26.35,-80.08,88,,,
5681187,PALM BEACH CO.,BOCA RATON,02/18/1999,1005,Tornado, ,F0,0,0,0,0,FL,EST, ,1501116,C,99,MFL,0,0,GENERAL PUBLIC, ,1,5, , , , ,BOCA RATON,26.35,-80.08,26.35,-80.08,89,,,
5684882,ESCAMBIA CO.,PENSACOLA REGIONAL,02/23/1999,1845,Tornado, ,F0,0,0,0,0,FL,CST, ,1501554,C,33,MOB,0,0,AIRPLANE PILOT, ,0.1,20, , , , ,PENSACOLA REGIONAL,30.47,-87.18,30.47,-87.18,90,,,
5683872,GULF CO.,BEACON HILL,02/28/1999,430,Thunderstorm Wind, , ,0,0,200000,0,FL,EST, ,1500659,C,45,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,BEACON HILL,29.92,-85.38,29.92,-85.38,91,,,
5683961,COLUMBIA CO.,LAKE CITY,02/28/1999,705,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,1502438,C,23,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,LAKE CITY,30.18,-82.63,30.18,-82.63,92,,,
5684476,BREVARD CO.,PATRICK AFB,02/28/1999,1515,Thunderstorm Wind,52, ,0,0,0,0,FL,EST, ,1501982,C,9,MLB,0,0,OFFICIAL NWS OBS., , , , , , , ,PATRICK AFB,28.23,-80.6,28.23,-80.6,93,,,
5691442,ESCAMBIA CO.,GULF BEACH,03/03/1999,112,Thunderstorm Wind,65, ,0,0,50000,0,FL,CST, ,1501270,C,33,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,GULF BEACH,30.3,-87.43,30.3,-87.43,94,,,
5692829,ESCAMBIA CO.,CANTONMENT,03/03/1999,115,Thunderstorm Wind,70, ,0,0,100000,0,FL,CST, ,2404830,C,33,MOB,0,0,NWS STORM SURVEY, , , , , , , ,CANTONMENT,30.62,-87.33,30.62,-87.33,95,,,
5692830,ESCAMBIA CO.,PENSACOLA,03/03/1999,117,Thunderstorm Wind,50, ,0,0,0,0,FL,CST, ,2404830,C,33,MOB,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,PENSACOLA,30.42,-87.22,30.42,-87.22,96
5692831,SANTA ROSA CO.,HOLLEY,03/03/1999,130,Tornado, ,F1,0,0,1000000,0,FL,CST, ,2404831,C,113,MOB,0,0,NWS STORM SURVEY, ,0.5,75, , , , ,HOLLEY,30.45,-86.9,30.45,-86.9,97,,,
5691641,SANTA ROSA CO.,JAY,03/03/1999,145,Thunderstorm Wind,55, ,0,0,15000,0,FL,CST, ,2404836,C,113,MOB,0,0,NEWSPAPER, , , , , , , ,JAY,30.95,-87.15,30.95,-87.15,98,,,
5692832,OKALOOSA CO.,BLACKMAN,03/03/1999,200,Tornado, ,F0,0,0,15000,0,FL,CST, ,2404832,C,91,MOB,0,0,NWS STORM SURVEY, ,7,30, , , , ,BLACKMAN,30.92,-86.65,30.92,-86.65,99,,,
5693261,WALTON CO.,SANTA ROSA BEACH,03/03/1999,230,Thunderstorm Wind, , ,0,0,25000,0,FL,EST, ,2404790,C,131,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,SANTA ROSA BEACH,30.37,-86.23,30.37,-86.23,100,,,
