EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
360347,OKALOOSA CO.,DESTIN FT WALTON ARP,01/26/2012,1359,Thunderstorm Wind,50, ,0,0,0,0,FL,CST-6,MG,60358,C,91,MOB,0,0,ASOS, , , ,0,N,0,N,DESTIN FT WALTON ARP,30.4,-86.47,30.4,-86.47,1
355123,WALTON CO.,LIBERTY,01/26/2012,1424,Thunderstorm Wind,50, ,0,0,1000,0,FL,CST-6,EG,59410,C,131,TAE,0,0,Emergency Manager, , , ,1,W,1,W,LIBERTY,30.82,-86.22,30.82,-86.22,2
355122,LEON CO.,TOM BROWN PARK,01/26/2012,1944,Thunderstorm Wind,50, ,0,0,20000,0,FL,EST-5,EG,59410,C,73,TAE,0,0,Broadcast Media, , , ,1,SW,1,SW,TOM BROWN PARK,30.4253,-84.2258,30.4273,-84.2247,3
360680,CHARLOTTE CO.,CHARLOTTE HARBOR,01/27/2012,535,Tornado, ,EF1,0,0,30000,0,FL,EST-5, ,60418,C,15,TBW,0,0,Emergency Manager, ,0.75,20,3,NE,3,NE,CHARLOTTE HARBOR,26.998,-82.028,27.002,-82.018,4
357740,JACKSON CO.,BLUE SPRINGS,02/18/2012,500,Heavy Rain, , ,0,0,0,0,FL,CST-6, ,59875,C,63,TAE,0,0,CoCoRaHS, , , ,2,WSW,2,WSW,BLUE SPRINGS,30.7737,-85.1747,30.7737,-85.1747,5
357741,WASHINGTON CO.,CHIPLEY,02/18/2012,600,Heavy Rain, , ,0,0,0,0,FL,CST-6, ,59875,C,133,TAE,0,0,COOP Observer, , , ,1,NW,1,NW,CHIPLEY,30.78,-85.54,30.78,-85.54,6
357736,WALTON CO.,DE FUNIAK SPRINGS,02/18/2012,700,Heavy Rain, , ,0,0,0,0,FL,CST-6, ,59875,C,131,TAE,0,0,Trained Spotter, , , ,0,N,0,N,DE FUNIAK SPRINGS,30.72,-86.12,30.72,-86.12,7
357732,JACKSON CO.,MARIANNA,02/18/2012,700,Heavy Rain, , ,0,0,0,0,FL,CST-6, ,59875,C,63,TAE,0,0,Mesonet, , , ,2,E,2,E,MARIANNA,30.7704,-85.1991,30.7704,-85.1991,8
357729,HOLMES CO.,BONIFAY TRI COUNTY ARPT,02/18/2012,700,Heavy Rain, , ,0,0,0,0,FL,CST-6, ,59875,C,59,TAE,0,0,AWOS, , , ,0,N,0,N,BONIFAY TRI COUNTY ARPT,30.84,-85.6,30.84,-85.6,9
357811,LEON CO.,SOUTHWOOD,02/18/2012,700,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,59875,C,73,TAE,0,0,CoCoRaHS, , , ,1,WNW,1,WNW,SOUTHWOOD,30.3938,-84.22,30.3938,-84.22,10
357810,JEFFERSON CO.,DILLS,02/18/2012,700,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,59875,C,65,TAE,0,0,CoCoRaHS, , , ,3,W,3,W,DILLS,30.6271,-83.812,30.6271,-83.812,11
357809,JEFFERSON CO.,LOIS,02/18/2012,700,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,59875,C,65,TAE,0,0,CoCoRaHS, , , ,1,WNW,1,WNW,LOIS,30.5242,-83.927,30.5242,-83.927,12
357808,WALTON CO.,ALPINE HEIGHTS,02/18/2012,700,Heavy Rain, , ,0,0,0,0,FL,CST-6, ,59875,C,131,TAE,0,0,CoCoRaHS, , , ,3,NNE,3,NNE,ALPINE HEIGHTS,30.779,-86.1796,30.779,-86.1796,13
357731,WALTON CO.,POND CREEK,02/18/2012,700,Heavy Rain, , ,0,0,0,0,FL,CST-6, ,59875,C,131,TAE,0,0,Mesonet, , , ,3,SSE,3,SSE,POND CREEK,30.75,-86.37,30.75,-86.37,14
357730,JACKSON CO.,(MAI)MARIANNA MUNICIPAL ARPT,02/18/2012,700,Heavy Rain, , ,0,0,0,0,FL,CST-6, ,59875,C,63,TAE,0,0,ASOS, , , ,0,N,0,N,(MAI)MARIANNA MUNICIPAL ARPT,30.83,-85.18,30.83,-85.18,15
357735,WALTON CO.,EUCHEEANNA,02/18/2012,700,Heavy Rain, , ,0,0,0,0,FL,CST-6, ,59875,C,131,TAE,0,0,Trained Spotter, , , ,0,NW,0,NW,EUCHEEANNA,30.64,-86.04,30.64,-86.04,16
357726,WALTON CO.,DE FUNIAK SPRINGS ARPT,02/18/2012,1850,Thunderstorm Wind,52, ,0,0,0,0,FL,CST-6,EG,59875,C,131,TAE,0,0,Trained Spotter, , , ,0,N,0,N,DE FUNIAK SPRINGS ARPT,30.73,-86.15,30.73,-86.15,17
357816,WASHINGTON CO.,CHIPLEY,02/18/2012,1930,Flash Flood, , ,0,0,0,0,FL,CST-6, ,59875,C,133,TAE,0,0,County Official,Heavy Rain, , ,6,NW,1,NNE,BAHOMA,30.8273,-85.5962,30.8273,-85.4927,18
357727,HOLMES CO.,BONIFAY,02/18/2012,1931,Thunderstorm Wind,50, ,0,0,5000,0,FL,CST-6,EG,59875,C,59,TAE,0,0,Law Enforcement, , , ,2,N,2,N,BONIFAY,30.809,-85.68,30.809,-85.68,19
357728,JACKSON CO.,MALONE,02/18/2012,1937,Thunderstorm Wind,50, ,0,0,3000,0,FL,CST-6,EG,59875,C,63,TAE,0,0,Emergency Manager, , , ,0,N,0,N,HORNSVILLE,30.95,-85.16,30.94,-85,20
357812,JACKSON CO.,COTTONDALE,02/18/2012,2015,Flash Flood, , ,0,0,0,0,FL,CST-6, ,59875,C,63,TAE,0,0,County Official,Heavy Rain, , ,2,W,1,ENE,COTTONDALE ARPT,30.7908,-85.3971,30.7849,-85.3456,21
357813,HOLMES CO.,BONIFAY,02/18/2012,2101,Flash Flood, , ,0,0,0,0,FL,CST-6, ,59875,C,59,TAE,0,0,Law Enforcement,Heavy Rain, , ,4,E,1,S,NOMA,30.7791,-85.6211,30.8763,-85.6211,22
357739,LEON CO.,SOUTHWOOD,02/19/2012,0,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,59875,C,73,TAE,0,0,NWS Employee, , , ,0,N,0,N,SOUTHWOOD,30.39,-84.21,30.39,-84.21,23
357742,LEON CO.,APALACHEE REGIONAL PARK,02/19/2012,0,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,59875,C,73,TAE,0,0,Emergency Manager, , , ,1,SE,1,SE,APALACHEE REGIONAL PARK,30.4102,-84.1378,30.4102,-84.1378,24
357738,LEON CO.,BAUM,02/19/2012,0,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,59875,C,73,TAE,0,0,Mesonet, , , ,1,ESE,1,ESE,BAUM,30.48,-84.07,30.48,-84.07,25
357737,LEON CO.,APALACHEE REGIONAL PARK,02/19/2012,0,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,59875,C,73,TAE,0,0,Mesonet, , , ,0,N,0,N,APALACHEE REGIONAL PARK,30.42,-84.15,30.42,-84.15,26
357733,LEON CO.,GOVERNORS SQUARE MALL,02/19/2012,200,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,59875,C,73,TAE,0,0,Trained Spotter, , , ,1,E,1,E,GOVERNORS SQUARE MALL,30.43,-84.23,30.43,-84.23,27
357734,LEON CO.,MACON COMMUNITY PARK,02/19/2012,210,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,59875,C,73,TAE,0,0,Law Enforcement, , , ,1,SE,1,NE,WINTHROP PARK,30.4784,-84.2607,30.4714,-84.2472,28
358344,JACKSON CO.,MALONE,02/24/2012,1050,Thunderstorm Wind,50, ,0,0,1000,0,FL,CST-6,EG,60034,C,63,TAE,0,0,County Official, , , ,3,S,3,S,MALONE,30.9066,-85.16,30.9066,-85.16,29
358345,LEON CO.,TALLAHASSEE COMMUNITY AIRPORT,02/24/2012,1418,Thunderstorm Wind,50, ,0,0,1000,0,FL,EST-5,EG,60034,C,73,TAE,0,0,County Official, , , ,2,S,2,S,TALLAHASSEE COMMUNITY AIRPORT,30.5151,-84.3666,30.5151,-84.3666,30
358347,LEON CO.,MOCCASIN GAP,02/24/2012,1422,Thunderstorm Wind,50, ,0,0,3000,0,FL,EST-5,EG,60034,C,73,TAE,0,0,Emergency Manager, , , ,1,SW,1,SW,MOCCASIN GAP,30.5803,-84.1312,30.5803,-84.1312,31
