EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
10001021,PASCO CO., ,01/10/1986,1430,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,101,MIA,0,0, , ,0,0,0, ,0, , ,28.23,-82.18, , ,1
10001022,ORANGE CO., ,01/10/1986,1630,Thunderstorm Wind,0, ,0,3,0,0,FL,CST, , ,C,95,MIA,0,0, , ,0,0,0, ,0, , ,28.53,-81.02, , ,2
10001023,GULF CO., ,02/06/1986,600,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,45,MIA,0,0, , ,0,0,0, ,0, , ,29.92,-85.25, , ,3
10001024,LEON CO., ,02/06/1986,630,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,73,MIA,0,0, , ,0,0,0, ,0, , ,30.45,-84.27, , ,4
10001025,JEFFERSON CO., ,02/06/1986,700,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,65,MIA,0,0, , ,0,0,0, ,0, , ,30.50,-83.87, , ,5
10001026,FRANKLIN CO., ,02/06/1986,715,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,37,AQQ,0,0, , ,0,0,0, ,0, , ,29.73,-84.88, , ,6
10001027,LAFAYETTE CO., ,02/06/1986,810,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,67,MIA,0,0, , ,0,0,0, ,0, , ,30.05,-83.17, , ,7
10001028,SUWANNEE CO., ,02/06/1986,830,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,121,JAX,0,0, , ,0,0,0, ,0, , ,30.30,-82.98, , ,8
10001029,COLUMBIA CO., ,02/06/1986,845,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,23,MIA,0,0, , ,0,0,0, ,0, , ,30.18,-82.63, , ,9
10001030,ALACHUA CO., ,02/06/1986,920,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,1,JAX,0,0, , ,0,0,0, ,0, , ,29.68,-82.37, , ,10
