aEVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
10319787,POLK CO.,W of Lake Wales,06/04/1995,2305,Tornado,0,F0,0,0,2000,0,FL,EST, , ,C,105, ,0,0, , ,.1,10,0, ,47,ESE,TPA, , , , ,129
10317801,DUVAL CO.,Jacksonville Beach,06/05/1995,238,Tornado,0,F0,0,0,60000,0,FL,EST, , ,C,31, ,0,0, , ,3,10,0, ,0, , , , , , ,130
10320131,NASSAU CO.,Camden Co GA,06/05/1995,400,Tornado,0,F1,0,0,800000,0,FL,EST, , ,C,89, ,0,0, , ,4,15,0, ,0, , , , , , ,131
10317802,DUVAL CO.,Jacksonville,06/10/1995,20,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,31, ,0,0, , ,0,0,0, ,0, , , , , , ,132
10319500,WAKULLA FL039 - 040 - 042 - 043 - 048>052 CO.,Woodville,06/10/1995,1310,Thunderstorm Wind,0, ,0,0,1000,0,FL,EST, , ,C,129, ,0,0, , ,0,0,0, ,0, , , , , , ,133
10319455,WAKULLA CO.,Crawfordville,06/10/1995,1400,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,129, ,0,0, , ,0,0,0, ,17,SW,TLH, , , , ,134
10319295,TAYLOR CO.,Perry,06/10/1995,1435,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,123, ,0,0, , ,0,0,0, ,32,ESE,TLH, , , , ,135
10318107,CALHOUN CO.,Clarksville,06/10/1995,1515,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,13, ,0,0, , ,0,0,0, ,29,NE,PAM, , , , ,136
10320035,MADISON CO.,Madison,06/10/1995,1520,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,79, ,0,0, , ,0,0,0, ,19,SSW,VLD, , , , ,137
10317666,CITRUS CO.,Floral City,06/10/1995,1600,Tornado,0,F0,0,0,0,0,FL,EST, , ,C,17, ,0,0, , ,.1,10,5,SW,50,NNE,TPA, , , , ,138
10319281,SUMTER CO.,Bushnell,06/10/1995,1630,Tornado,0,F0,0,0,2000,0,FL,EST, , ,C,119, ,0,0, , ,.1,10,3,N,55,NE,TPA, , , , ,139
10319788,POLK CO.,Polk City,06/10/1995,1700,Tornado,0,F0,0,0,10000,0,FL,EST, , ,C,105, ,0,0, , ,.1,10,0, ,0, ,Bartow, , , , ,140
10319990,HILLSBOROUGH CO.,Tampa,06/10/1995,1745,Thunderstorm Wind,50, ,0,0,0,0,FL,EST, , ,C,57, ,0,0, , ,0,0,0, ,0, , , , , , ,141
10317644,CHARLOTTE CO.,FMY,06/10/1995,1820,Tornado,0,F0,0,0,0,0,FL,EST, , ,C,15, ,0,0, , ,.1,10,26,NNW,0, , , , , , ,142
10319779,PINELLAS CO.,St. Petersburg,06/10/1995,1830,Thunderstorm Wind,0, ,0,0,10000,0,FL,EST, , ,C,103, ,0,0, , ,0,0,0, ,0, , , , , , ,143
10320122,MANATEE CO.,Palmetto,06/10/1995,1830,Thunderstorm Wind,0, ,0,0,5000,0,FL,EST, , ,C,81, ,0,0, , ,0,0,0, ,27,S,TPA, , , , ,144
10319870,SARASOTA CO.,Sarasota,06/10/1995,1920,Thunderstorm Wind,0, ,0,0,5000,0,FL,EST, , ,C,115, ,0,0, , ,0,0,0, ,0, , , , , , ,145
10317813,FLAGLER CO.,Codys Corner,06/11/1995,1600,Thunderstorm Wind,0, ,0,0,3000,0,FL,EST, , ,C,35, ,0,0, , ,0,0,0, ,16,WNW,DAB, , , , ,146
10319405,VOLUSIA CO.,Deltona,06/11/1995,1630,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,127, ,0,0, , ,0,0,0, ,23,SW,DAB, , , , ,147
10319702,ORANGE CO.,Orlando,06/11/1995,1900,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,95, ,0,0, , ,0,0,0, ,42,WNW,MLB, , , , ,148
10319178,ST. JOHNS CO.,St. Augustine,06/12/1995,1250,Tornado,0,F0,0,0,25000,0,FL,EST, , ,C,109, ,0,0, , ,1,10,0, ,28,SE,NIP,29.88,-81.32, , ,149
10320065,INDIAN RIVER CO.,Vero Beach,06/12/1995,1620,Thunderstorm Wind,0, ,0,0,10000,0,FL,EST, , ,C,61, ,0,0, , ,0,0,0, ,0, , , , , , ,150
10320132,NASSAU CO.,Fernandina Beach,06/12/1995,1730,Thunderstorm Wind,55, ,0,0,0,0,FL,EST, , ,C,89, ,0,0, , ,0,0,0, ,16,NE,JAX, , , , ,151
10317755,MIAMI-DADE CO.,Fowey Rocks Light,06/13/1995,1035,Thunderstorm Wind,55, ,0,0,0,0,FL,EST, , ,C,86, ,0,0, , ,0,0,0, ,10,SSE,MIA, , , , ,152
10358406,MONROE CO.,Marathon,06/18/1995,920,Tornado,0, ,0,0,15000,0,FL,EST, , ,C,87, ,0,0, , ,2.5,0,0, ,0, , , , , , ,153
10318132,BAKER CO., ,06/19/1995,1940,Thunderstorm Wind,0, ,0,0,1000,0,FL,EST, , ,C,3, ,0,0, , ,0,0,0, ,25,W,NIP, , , , ,154
10319406,VOLUSIA CO.,Port Orange,06/19/1995,2148,Tornado,0,F0,0,0,20000,0,FL,EST, , ,C,127, ,0,0, , ,.1,10,5,SW,8,S,DAB,29.07,-81.05, , ,155
10317816,MIAMI-DADE CO., ,06/22/1995,1310,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,86, ,0,0, , ,0,0,0, ,0, , , , , , ,156
10318104,ALACHUA AND MARION CO., ,06/22/1995,1923,Thunderstorm Wind,0, ,0,0,5000,0,FL,EST, , ,C,1, ,0,0, , ,0,0,0, ,0, , , , , , ,157
10318129,ALACHUA AND MARION CO., ,06/22/1995,2010,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,1, ,0,0, , ,0,0,0, ,0, , , , , , ,158
10319707,PALM BEACH CO., ,06/26/1995,1540,Thunderstorm Wind,0, ,0,0,25000,0,FL,EST, , ,C,99, ,0,0, , ,0,0,0, ,0, ,E Coast, , , , ,159
10318455,BREVARD CO.,Cocoa Beach,06/26/1995,1550,Tornado,0, ,0,1,40000,0,FL,EST, , ,C,9, ,0,0, , ,0,0,0, ,13,N,MLB, , , , ,160
10320066,INDIAN RIVER CO.,Vero Beach,06/26/1995,1640,Thunderstorm Wind,0, ,0,0,50000,0,FL,EST, , ,C,61, ,0,0, , ,0,0,0, ,0, , , , , , ,161
10319708,PALM BEACH CO.,West Palm Beach,06/27/1995,1630,Thunderstorm Wind,0, ,0,0,25000,0,FL,EST, , ,C,99, ,0,0, , ,0,0,0, ,0, , , , , , ,162
10319883,SEMINOLE CO.,Casselberry,06/30/1995,1715,Thunderstorm Wind,0, ,0,0,40000,0,FL,EST, , ,C,117, ,0,0, , ,0,0,0, ,33,SSW,DAB, , , , ,163
10317756,MIAMI-DADE CO.,W of Homestead,06/30/1995,1845,Tornado,0,F0,0,0,0,0,FL,EST, , ,C,86, ,0,0, , ,.1,10,0, ,30,SSW,MIA,25.47,-80.52, , ,164
10320229,OKALOOSA CO.,Destin,07/01/1995,1530,Thunderstorm Wind,0, ,0,0,500,0,FL,CST, , ,C,91, ,0,0, , ,0,0,0, ,0, , , , , , ,165
10318070,BROWARD CO.,E Central,07/02/1995,1320,Thunderstorm Wind,70, ,0,1,55000,0,FL,EST, , ,C,11, ,0,0, , ,0,0,0, ,0, , , , , , ,166
10319926,MARTIN CO.,MLB PalmCity,07/02/1995,1530,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,85, ,0,0, , ,0,0,30,SSE,0, , , , , , ,167
10317757,MIAMI-DADE CO.,MIA Miami,07/02/1995,1530,Thunderstorm Wind,53, ,0,0,0,0,FL,EST, , ,C,86, ,0,0, , ,0,0,10,S,0, , , , , , ,168
10319602,HIGHLANDS CO.,Avon Park,07/02/1995,1900,Thunderstorm Wind,0, ,0,0,5000,0,FL,EST, , ,C,55, ,0,0, , ,0,0,0, ,0, , , , , , ,169
10318071,BROWARD CO.,FLL Davie,07/03/1995,1645,Tornado,0,F0,0,0,0,0,FL,EST, , ,C,11, ,0,0, , ,.1,10,5,W,0, , ,26.07,-80.23, , ,170
10320037,MADISON CO.,Danielsville,07/03/1995,2010,Thunderstorm Wind,0, ,0,0,2000,0,FL,EST, , ,C,79, ,0,0, , ,0,0,6,E,0, , , , , , ,171
10319642,OKEECHOBEE CO.,MLB,07/04/1995,1500,Thunderstorm Wind,0, ,0,0,5000,0,FL,EST, , ,C,93, ,0,0, , ,0,0,32,SW,0, ,Okeechobee, , , , ,172
10318380,LEE CO.,Cape Coral,07/04/1995,1950,Thunderstorm Wind,52, ,0,0,0,0,FL,EST, , ,C,71, ,0,0, , ,0,0,0, ,5,WNW,FMY, , , , ,173
10318381,LEE CO.,FMY,07/04/1995,1950,Thunderstorm Wind,52, ,0,0,0,0,FL,EST, , ,C,71, ,0,0, , ,0,0,5,WNW,0, ,Cape Coral, , , , ,174
10319619,MARION CO.,GNV Ocala,07/05/1995,1330,Thunderstorm Wind,0, ,0,0,1500,0,FL,EST, , ,C,83, ,0,0, , ,0,0,30,SSE,0, , , , , , ,175
10317716,COLUMBIA CO.,GNV Lake City,07/05/1995,1810,Thunderstorm Wind,0, ,0,0,1000,0,FL,EST, , ,C,23, ,0,0, , ,0,0,35,NNW,0, , , , , , ,176
10320091,GILCHRIST CO.,GNV Bell,07/05/1995,1920,Thunderstorm Wind,0, ,0,0,2000,0,FL,EST, , ,C,41, ,0,0, , ,0,0,31,W,0, , , , , , ,177
10319296,TAYLOR CO.,TLH Perry,07/06/1995,1615,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,123, ,0,0, , ,0,0,32,ESE,0, , , , , , ,178
10317667,CITRUS CO.,Northern Half,07/07/1995,1500,Thunderstorm Wind,0, ,0,0,5000,0,FL,EST, , ,C,17, ,0,0, , ,0,0,0, ,0, , , , , , ,179
10358404,HERNANDO CO., ,07/07/1995,1515,Thunderstorm Wind,0, ,0,0,10000,0,FL,EST, , ,C,53, ,0,0, , ,0,0,0, ,0, , , , , , ,180
10319620,MARION CO.,GNV Dunnellon,07/07/1995,1530,Thunderstorm Wind,0, ,0,0,5000,0,FL,EST, , ,C,83, ,0,0, , ,0,0,39,SSW,0, , , , , , ,181
10318464,PUTNAM CO.,GNV Florahome,07/07/1995,1630,Thunderstorm Wind,0, ,0,0,5000,0,FL,EST, , ,C,107, ,0,0, , ,0,0,20,E,0, , , , , , ,182
10319673,ORANGE CO.,DAB Apopka,07/07/1995,1830,Thunderstorm Wind,0, ,0,0,5000,0,FL,EST, , ,C,95, ,0,0, , ,0,0,38,SW,0, ,Windermere, , , , ,183
10319789,POLK CO.,Winter Haven,07/07/1995,1930,Thunderstorm Wind,0, ,0,0,1000,0,FL,EST, , ,C,105, ,0,0, , ,0,0,6,NE,0, , , , , , ,184
10319790,POLK CO.,TPAHaines City,07/07/1995,1930,Thunderstorm Wind,0, ,0,0,3000,0,FL,EST, , ,C,105, ,0,0, , ,0,0,49,E,0, , , , , , ,185
10319993,HILLSBOROUGH CO.,TPA,07/08/1995,1358,Thunderstorm Wind,0, ,0,0,2000,0,FL,EST, , ,C,57, ,0,0, , ,0,0,13,E,0, ,Brandon, , , , ,186
10319992,HILLSBOROUGH CO.,Tampa,07/08/1995,1358,Thunderstorm Wind,40, ,0,0,10000,0,FL,EST, , ,C,57, ,0,0, , ,0,0,8,E,0, , , , , , ,187
10319767,SANTA ROSA CO.,Milton,07/08/1995,1645,Thunderstorm Wind,0, ,0,0,2000,0,FL,CST, , ,C,113, ,0,0, , ,0,0,0, ,0, , , , , , ,188
10317753,ESCAMBIA CO.,McDavid,07/08/1995,1645,Thunderstorm Wind,0, ,0,0,1000,0,FL,CST, , ,C,33, ,0,0, , ,0,0,0, ,0, , , , , , ,189
10358481,ESCAMBIA CO.,West Pensacola,07/08/1995,1708,Thunderstorm Wind,58, ,0,0,1000,0,FL,CST, , ,C,33, ,0,0, , ,0,0,0, ,0, , , , , , ,190
10318141,BAY CO.,N Portion,07/09/1995,1750,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,5, ,0,0, , ,0,0,0, ,0, , , , , , ,191
10320084,GADSDEN CO.,TLH,07/09/1995,1930,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,39, ,0,0, , ,0,0,30,WNW,0, ,Gretna, , , , ,192
10317718,COLUMBIA CO.,GNV,07/10/1995,1430,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,23, ,0,0, , ,0,0,35,NNW,0, ,Lake City, , , , ,193
10319226,ST. LUCIE CO.,Ft. Pierce,07/10/1995,1430,Tornado,0,F0,0,0,50000,0,FL,EST, , ,C,111, ,0,0, , ,.1,10,7,NW,5,S,VRB,27.53,-80.43, , ,194
10317949,BREVARD CO.,DAB,07/10/1995,1445,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,9, ,0,0, , ,0,0,32,SSE,0, ,Mims, , , , ,195
10317621,BRADFORD CO.,GNV,07/10/1995,1500,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,7, ,0,0, , ,0,0,23,N,0, ,Raiford, , , , ,196
10317719,COLUMBIA CO.,GNV,07/10/1995,1505,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,23, ,0,0, , ,0,0,35,NNW,0, ,Lake City, , , , ,197
10318097,ALACHUA CO.,GNV,07/10/1995,1505,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,1, ,0,0, , ,0,0,19,WNW,0, ,High Springs, , , , ,198
10317808,DUVAL CO.,Jacksonville,07/10/1995,1600,Tornado,0,F0,0,0,2000,0,FL,EST, , ,C,31, ,0,0, , ,1.5,20,0, ,0, , , , , , ,199
10317809,DUVAL CO.,Jacksonville,07/10/1995,1630,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,31, ,0,0, , ,0,0,0, ,0, , , , , , ,200
10317810,DUVAL CO.,Jacksonville,07/10/1995,1650,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,31, ,0,0, , ,0,0,0, ,0, , , , , , ,201
10317950,BREVARD CO.,MLB,07/10/1995,1730,Thunderstorm Wind,50, ,0,0,0,0,FL,EST, , ,C,9, ,0,0, , ,0,0,17,N,0, ,Cape Canaveral, , , , ,202
10319793,POLK CO.,Bartow,07/11/1995,1153,Thunderstorm Wind,75, ,0,0,500000,0,FL,EST, , ,C,105, ,0,0, , ,0,0,4,NE,0, , , , , , ,203
10319794,POLK CO.,TPA,07/11/1995,1153,Thunderstorm Wind,75, ,0,0,100000,0,FL,EST, , ,C,105, ,0,0, , ,0,0,39,E,0, ,Bartow, , , , ,204
10318073,BROWARD CO.,Ft. Lauderdale,07/11/1995,1250,Tornado,0,F0,0,0,200000,0,FL,EST, , ,C,11, ,0,0, , ,.25,10,0, ,0, , ,26.13,-80.13, , ,205
10318074,BROWARD CO.,Ft. Lauderdale,07/11/1995,1310,Thunderstorm Wind,0, ,0,0,20000,0,FL,EST, , ,C,11, ,0,0, , ,0,0,0, ,0, , , , , , ,206
10317758,MIAMI-DADE CO.,MIA,07/11/1995,1400,Thunderstorm Wind,45, ,0,0,0,20000,FL,EST, , ,C,86, ,0,0, , ,0,0,33,SW,0, ,SE portion, , , , ,207
10317952,BREVARD CO.,MLB Cape,07/11/1995,1505,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,9, ,0,0, , ,0,0,17,N,0, ,Canaveral, , , , ,208
10317953,BREVARD CO.,Tallahassee,07/11/1995,1520,Thunderstorm Wind,52, ,0,0,0,0,FL,EST, , ,C,9, ,0,0, , ,0,0,0, ,0, , , , , , ,209
10317814,FLAGLER CO.,DAB,07/11/1995,1555,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,35, ,0,0, , ,0,0,20,NW,0, ,Bunnell, , , , ,210
10358411,BAKER CO.,NIP,07/11/1995,1815,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,3, ,0,0, , ,0,0,22,W,27,W,NIP, , , , ,211
10317759,MIAMI-DADE CO.,MIA,07/12/1995,1200,Tornado,0,F0,0,0,10000,0,FL,EST, , ,C,86, ,0,0, , ,.1,10,23,SSW,0, ,Homestead, , , , ,212
10319804,PINELLAS CO.,St. Pete.,07/12/1995,1315,Tornado,0,F1,0,1,200000,0,FL,EST, , ,C,103, ,0,0, , ,6,20,2,SW,0, , , , , , ,213
10318075,BROWARD CO.,FLL Sunrise,07/12/1995,1415,Tornado,0,F0,0,0,0,0,FL,EST, , ,C,11, ,0,0, , ,.1,10,12,NW,0, ,Oakland Park,26.07,-80.22, , ,214
10320123,MANATEE CO.,Bradenton,07/12/1995,1450,Thunderstorm Wind,0, ,0,0,1000,0,FL,EST, , ,C,81, ,0,0, , ,0,0,16,E,0, , , , , , ,215
10319768,SANTA ROSA CO.,Chumuckla,07/12/1995,1520,Thunderstorm Wind,0, ,0,0,1000,0,FL,CST, , ,C,113, ,0,0, , ,0,0,0, ,0, , , , , , ,216
10320038,MADISON CO.,N Portion,07/12/1995,1750,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,79, ,0,0, , ,0,0,0, ,0, , , , , , ,217
10319456,WAKULLA CO.,TLH,07/12/1995,1950,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,129, ,0,0, , ,0,0,17,SW,0, ,Crawfordville, , , , ,218
10318108,CALHOUN CO.,Blountstown,07/13/1995,1710,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,13, ,0,0, , ,0,0,3,N,38,NE,TLH, , , , ,219
10320085,GADSDEN CO.,TLH,07/13/1995,1715,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,39, ,0,0, , ,0,0,20,NW,0, ,Havana, , , , ,220
10320246,HERNANDO CO.,Brooksville,07/13/1995,1720,Tornado,0,F0,0,0,2000,0,FL,EST, , ,C,53, ,0,0, , ,2,10,18,WSW,0, , , , , , ,221
10320247,HERNANDO CO.,PIE,07/13/1995,1720,Tornado,0,F0,0,0,0,0,FL,EST, , ,C,53, ,0,0, , ,.1,10,52,NNE,0, , , , , , ,222
10317645,CHARLOTTE CO.,Port Charlotte,07/13/1995,1745,Thunderstorm Wind,40, ,0,0,1000,0,FL,EST, , ,C,15, ,0,0, , ,0,0,0, ,0, , , , , , ,223
10317646,CHARLOTTE CO.,FMY,07/13/1995,1745,Thunderstorm Wind,0, ,0,0,2000,0,FL,EST, , ,C,15, ,0,0, , ,0,0,30,NNW,0, ,Port Charlotte, , , , ,224
10319805,PINELLAS CO.,Clearwater,07/13/1995,1900,Thunderstorm Wind,0, ,0,0,1000,0,FL,EST, , ,C,103, ,0,0, , ,0,0,5,E,0, , , , , , ,225
10319871,SARASOTA CO.,Sarasota,07/14/1995,1559,Thunderstorm Wind,0, ,0,0,1000,0,FL,EST, , ,C,115, ,0,0, , ,0,0,8,SE,0, , , , , , ,226
10319872,SARASOTA CO.,Sarasota,07/14/1995,1559,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,115, ,0,0, , ,0,0,8,SE,13,SSE,SRQ, , , , ,227
10319806,PINELLAS CO.,Clearwater,07/14/1995,1620,Thunderstorm Wind,50, ,0,0,0,0,FL,EST, , ,C,103, ,0,0, , ,0,0,0, ,0, , , , , , ,228
10319807,PINELLAS CO.,PIE,07/14/1995,1620,Thunderstorm Wind,50, ,0,0,0,0,FL,EST, , ,C,103, ,0,0, , ,0,0,7,WNW,0, ,Clearwater, , , , ,229
10317668,CITRUS CO.,Inverness,07/15/1995,1745,Thunderstorm Wind,0, ,0,0,1000,0,FL,EST, , ,C,17, ,0,0, , ,0,0,0, ,0, , , , , , ,230
10317669,CITRUS CO.,GNV,07/15/1995,1745,Thunderstorm Wind,0, ,0,0,7000,0,FL,EST, , ,C,17, ,0,0, , ,0,0,50,S,0, ,Inverness, , , , ,231
10317671,CITRUS CO.,West Part,07/15/1995,1830,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,17, ,0,0, , ,0,0,0, ,0, , , , , , ,232
10317672,CITRUS CO., ,07/15/1995,1850,Thunderstorm Wind,0, ,0,0,3000,0,FL,EST, , ,C,17, ,0,0, , ,0,0,0, ,0, , , , , , ,233
10319737,PASCO CO.,New Pt Richey,07/15/1995,1915,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,101, ,0,0, , ,0,0,12,NNE,31,N,TPA, , , , ,234
10319738,PASCO CO.,Dade City,07/15/1995,1920,Thunderstorm Wind,0, ,0,0,5000,0,FL,EST, , ,C,101, ,0,0, , ,0,0,0, ,0, , , , , , ,235
10319511,WASHINGTON CO.,Orange Hill,07/16/1995,1730,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,133, ,0,0, , ,0,0,0, ,0, , , , , , ,236
10319972,LEON CO.,Iamonia,07/16/1995,1820,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,73, ,0,0, , ,0,0,5,W,0, , , , , , ,237
10319615,LEE CO.,FMY,07/16/1995,1834,Thunderstorm Wind,40, ,0,0,0,0,FL,EST, , ,C,71, ,0,0, , ,0,0,5,S,0, , , , , , ,238
10319616,LEE CO.,Fort Myers,07/16/1995,1834,Thunderstorm Wind,45, ,0,0,2000,0,FL,EST, , ,C,71, ,0,0, , ,0,0,5,S,0, , , , , , ,239
10318109,CALHOUN CO.,PAM,07/16/1995,1835,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,13, ,0,0, , ,0,0,31,NE,2,N,Clarksville, , , , ,240
10320025,HOLMES CO.,DHN,07/16/1995,1900,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,59, ,0,0, , ,0,0,31,SW,0, ,New Hope, , , , ,241
10320108,JEFFERSON CO.,TLH,07/16/1995,1940,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,65, ,0,0, , ,0,0,9,ENE,0, ,Waukeenah, , , , ,242
10358493,ESCAMBIA CO.,Perdido Bay,07/17/1995,1455,Thunderstorm Wind,0, ,0,0,2000,0,FL,CST, , ,C,33, ,0,0, , ,0,0,0, ,0, , , , , , ,243
10320230,OKALOOSA CO.,Mary Esther,07/17/1995,1520,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,91, ,0,0, , ,0,0,0, ,0, , , , , , ,244
10319973,LEON CO.,Centerville,07/17/1995,1700,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,73, ,0,0, , ,0,0,0, ,0, , , , , , ,245
10319974,LEON CO.,Tallahassee,07/17/1995,1730,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,73, ,0,0, , ,0,0,0, ,0, , , , , , ,246
10319512,WASHINGTON CO.,Chipley,07/18/1995,1550,Thunderstorm Wind,0, ,0,0,15000,0,FL,EST, , ,C,133, ,0,0, , ,0,0,2,W,32,S,DHN, , , , ,247
10319503,WALTON CO.,Freeport,07/18/1995,1645,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,131, ,0,0, , ,0,0,3,S,26,SE,CEW, , , , ,248
10318143,BAY CO.,Panama City,07/18/1995,1715,Thunderstorm Wind,55, ,0,0,50000,0,FL,EST, , ,C,5, ,0,0, , ,0,0,0, ,0, , , , , , ,249
10318110,CALHOUN CO.,Kinarrowd,07/18/1995,1755,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,13, ,0,0, , ,0,0,4,S,16,NE,PAM, , , , ,250
10358483,GULF CO.,Weewahitchka,07/18/1995,1810,Thunderstorm Wind,1, ,0,0,0,0,FL,EST, , ,C,45, ,0,0, , ,0,0,5,W,19,E,PAM, , , , ,251
10319769,SANTA ROSA CO.,Pace,07/18/1995,1910,Thunderstorm Wind,0, ,0,0,1500,0,FL,CST, , ,C,113, ,0,0, , ,0,0,0, ,0, , , , , , ,252
10317778,ESCAMBIA CO.,Pensacola,07/18/1995,1920,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,33, ,0,0, , ,0,0,0, ,0, , , , , , ,253
10317779,ESCAMBIA CO.,Pensacola,07/18/1995,1930,Thunderstorm Wind,0, ,0,0,500,0,FL,CST, , ,C,33, ,0,0, , ,0,0,0, ,0, , , , , , ,254
10317780,ESCAMBIA CO.,Pensacola NAS,07/18/1995,1930,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,33, ,0,0, , ,0,0,0, ,0, , , , , , ,255
10319770,SANTA ROSA CO.,Gulf Breeze,07/18/1995,1935,Thunderstorm Wind,0, ,0,0,1500,0,FL,CST, , ,C,113, ,0,0, , ,0,0,0, ,0, , , , , , ,256
10317781,ESCAMBIA CO.,Pensacola Beach,07/18/1995,2030,Thunderstorm Wind,0, ,0,0,2000,0,FL,CST, , ,C,33, ,0,0, , ,0,0,0, ,0, , , , , , ,257
10319771,SANTA ROSA CO.,Pace,07/19/1995,1550,Thunderstorm Wind,0, ,0,0,30000,0,FL,CST, , ,C,113, ,0,0, , ,0,0,0, ,0, , , , , , ,258
10319603,HIGHLANDS CO.,AGR,07/21/1995,1437,Thunderstorm Wind,0, ,0,0,15000,0,FL,EST, , ,C,55, ,0,0, , ,0,0,24,S,0, ,Lake Placid, , , , ,259
10319604,HIGHLANDS CO.,Lake Placid,07/21/1995,1437,Tornado,0,F0,0,0,2000,0,FL,EST, , ,C,55, ,0,0, , ,.1,10,0, ,0, , , , , , ,260
10317821,DUVAL CO.,Jacksonville,07/24/1995,2140,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,31, ,0,0, , ,0,0,0, ,0, , , , , , ,261
10317720,COLUMBIA CO.,GNV,07/26/1995,1810,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,23, ,0,0, , ,0,0,35,NNW,0, ,Lake City, , , , ,262
10319739,PASCO CO.,TPA,07/27/1995,1619,Thunderstorm Wind,40, ,0,0,2000,0,FL,EST, , ,C,101, ,0,0, , ,0,0,14,WSW,0, ,Largo, , , , ,263
10319808,PINELLAS CO.,Clearwater,07/27/1995,1622,Thunderstorm Wind,45, ,0,0,1000,0,FL,EST, , ,C,103, ,0,0, , ,0,0,4,SE,0, , , , , , ,264
10320231,OKALOOSA CO.,Crestview to,07/27/1995,1710,Thunderstorm Wind,0, ,0,0,1500,0,FL,CSt, , ,C,91, ,0,0, , ,0,0,0, ,0, ,Fort Walton Beach, , , , ,265
10319457,WAKULLA CO.,TLH,07/28/1995,1800,Thunderstorm Wind,0, ,0,0,0,0,FL,EST, , ,C,129, ,0,0, , ,0,0,22,SW,0, ,Medart, , , , ,266
10319809,POLK CO.,Lakeland,08/01/1995,1215,Thunderstorm Wind,40, ,0,0,1000,0,FL,EST, , ,C,105, ,0,0, , ,0,0,1,NW,0, , , , , , ,267
10320135,NASSAU CO.,Amelia Island,08/02/1995,36,Tornado,0,F0,0,0,5000,0,FL,EST, , ,C,89, ,0,0, , ,.1,25,0, ,0, , , , , , ,268
