EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
9999570,ESCAMBIA CO., ,01/10/1991,1230,Thunderstorm Wind,50, ,0,0,0,0,FL,CST, , ,C,33,PNS,0,0, , ,0,0,0, ,0, , ,30.70,-87.35, , ,1
9999571,SANTA ROSA CO., ,01/10/1991,1230,Thunderstorm Wind,50, ,0,0,0,0,FL,CST, , ,C,113,PNS,0,0, , ,0,0,0, ,0, , ,30.72,-87.03, , ,2
9999572,MIAMI-DADE CO., ,01/15/1991,1415,Tornado,0,F0,0,1,2500,0,FL,EST, , ,C,86, ,0,0, , ,.5,40,0, ,0, , ,25.75,-80.28, , ,3
9999573,MIAMI-DADE CO., ,01/15/1991,1435,Tornado,0,F1,0,3,250000,0,FL,EST, , ,C,86, ,0,0, , ,4,60,0, ,0, , ,25.85,-80.27,25.92,-80.23,4
9999574,BROWARD CO., ,01/15/1991,1454,Tornado,0,F1,0,1,2500000,0,FL,EST, , ,C,11, ,0,0, , ,3.5,60,0, ,0, , ,26.02,-80.15,26.07,-80.10,5
9999575,ST. JOHNS CO., ,01/16/1991,905,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,109,JAX,0,0, , ,0,0,0, ,0, , ,30.10,-81.63, , ,6
9999578,ORANGE CO., ,01/16/1991,905,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,95,MLB,0,0, , ,0,0,0, ,0, , ,28.58,-81.27, , ,7
9999577,ST. JOHNS CO., ,01/16/1991,905,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,109,JAX,0,0, , ,0,0,0, ,0, , ,30.25,-81.37, , ,8
9999576,DUVAL CO., ,01/16/1991,905,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,31,JAX,0,0, , ,0,0,0, ,0, , ,30.17,-81.67, , ,9
9999579,PASCO CO., ,01/19/1991,2125,Thunderstorm Wind,0, ,0,4,0,0,FL,CST, , ,C,101,TBW,0,0, , ,0,0,0, ,0, , ,28.25,-82.75, , ,10
9999580,PINELLAS CO., ,01/19/1991,2140,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,103,TBW,0,0, , ,0,0,0, ,0, , ,27.98,-82.70, , ,11
9985772,HILLSBOROUGH CO., ,01/19/1991,2150,Thunderstorm Wind,0, ,0,1,0,0,FL,CST, , ,C,57,TBW,0,0, , ,0,0,0, ,0, , ,27.98,-82.47, , ,12
9985773,HILLSBOROUGH CO., ,01/19/1991,2200,Tornado,0,F0,0,0,0,0,FL,EST, , ,C,57, ,0,0, , ,.5,30,0, ,0, , ,27.98,-82.47, , ,13
9985774,PINELLAS CO., ,01/19/1991,2208,Tornado,0,F0,0,0,0,0,FL,EST, , ,C,103, ,0,0, , ,.5,30,0, ,0, , ,27.75,-82.72, , ,14
10000144,SUMTER CO., ,01/19/1991,2235,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,119,TBW,0,0, , ,0,0,0, ,0, , ,28.70,-82.08, , ,15
10000145,SARASOTA CO., ,01/19/1991,2246,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,115,TBW,0,0, , ,0,0,0, ,0, , ,27.33,-82.48, , ,16
10000146,POLK CO., ,01/19/1991,2250,Tornado,0,F0,0,0,2500,0,FL,EST, , ,C,105, ,0,0, , ,.8,40,0, ,0, , ,28.03,-81.95, , ,17
10000147,POLK CO., ,01/19/1991,2255,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,105,TBW,0,0, , ,0,0,0, ,0, , ,28.18,-81.82, , ,18
10000148,HIGHLANDS CO., ,01/20/1991,0,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,55,TBW,0,0, , ,0,0,0, ,0, , ,27.60,-81.52, , ,19
10000149,LEE CO., ,01/20/1991,55,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,71,FMY,0,0, , ,0,0,0, ,0, , ,26.60,-81.97, , ,20
10000150,ST. LUCIE CO., ,01/20/1991,217,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,111,PBI,0,0, , ,0,0,0, ,0, , ,27.45,-80.33, , ,21
10000151,ALACHUA CO., ,01/24/1991,1520,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,1,JAX,0,0, , ,0,0,0, ,0, , ,29.78,-82.50, , ,22
10000153,BAY CO., ,01/30/1991,1230,Tornado,0,F0,0,0,250,0,FL,EST, , ,C,5, ,0,0, , ,.4,30,0, ,0, , ,30.17,-85.67, , ,23
10000154,SANTA ROSA CO., ,03/01/1991,1410,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,113,PNS,0,0, , ,0,0,0, ,0, , ,30.72,-87.08, , ,24
10000155,ESCAMBIA CO., ,03/01/1991,1435,Thunderstorm Wind,54, ,0,0,0,0,FL,CST, , ,C,33,PNS,0,0, , ,0,0,0, ,0, , ,30.35,-87.32, , ,25
10000156,SANTA ROSA CO., ,03/01/1991,1510,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,113,PNS,0,0, , ,0,0,0, ,0, , ,30.77,-87.05, , ,26
10000157,MARION CO., ,03/01/1991,1636,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,83,DAB,0,0, , ,0,0,0, ,0, , ,29.18,-82.13, , ,27
10000158,FRANKLIN CO., ,03/02/1991,655,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,37,AQQ,0,0, , ,0,0,0, ,0, , ,29.72,-84.87, , ,28
10000163,FRANKLIN CO., ,03/03/1991,0,Thunderstorm Wind,61, ,0,0,0,0,FL,CST, , ,C,37,AQQ,0,0, , ,0,0,0, ,0, , ,29.73,-84.98, , ,29
