EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
9999701,BAY CO., ,02/01/1981,2300,Tornado,0,F1,0,0,2500,0,FL,CST, , ,C,5, ,0,0, , ,.3,7,0, ,0, , ,30.12,-85.57, , ,1
9999702,HILLSBOROUGH CO., ,02/02/1981,430,Tornado,0,F1,0,0,250000,0,FL,CST, , ,C,57, ,0,0, , ,.5,10,0, ,0, , ,28.05,-82.30, , ,2
9999703,MARTIN CO., ,02/02/1981,1110,Tornado,0,F1,0,0,2500,0,FL,CST, , ,C,85, ,0,0, , ,.3,10,0, ,0, , ,27.17,-80.30, , ,3
9999704,OKALOOSA CO., ,02/10/1981,1230,Tornado,0,F1,0,0,25000,0,FL,CST, , ,C,91, ,0,0, , ,1.5,50,0, ,0, , ,30.83,-86.70, , ,4
9999705,ESCAMBIA CO., ,02/10/1981,1230,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,33,MT,0,0, , ,0,0,0, ,0, , ,30.72,-87.32, , ,5
9999706,SANTA ROSA CO., ,02/10/1981,1300,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,113,MT,0,0, , ,0,0,0, ,0, , ,30.63,-87.03, , ,6
9999707,WALTON CO., ,02/10/1981,1400,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,131,MT,0,0, , ,0,0,0, ,0, , ,30.72,-86.12, , ,7
9999708,LAKE CO., ,02/11/1981,915,Tornado,0,F1,0,0,25000,0,FL,CST, , ,C,69, ,0,0, , ,.5,10,0, ,0, , ,28.80,-81.87, , ,8
9999709,ORANGE CO., ,02/11/1981,1115,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,95,MT,0,0, , ,0,0,0, ,0, , ,28.57,-81.28, , ,9
9999710,OKALOOSA CO., ,03/18/1981,1400,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,91,ATA,0,0, , ,0,0,0, ,0, , ,30.75,-86.60, , ,10
