EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
419577,MIAMI-DADE CO.,SOUTH MIAMI HGTS,01/04/2013,1330,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,69951,C,86,MFL,0,0,NWS Employee, , , ,2,WSW,2,WSW,SOUTH MIAMI HGTS,25.59,-80.4165,25.59,-80.4165,1
419578,MIAMI-DADE CO.,SWEET WATER,01/04/2013,1540,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,69951,C,86,MFL,0,0,NWS Employee, , , ,2,NW,2,NW,SWEET WATER,25.7937,-80.3914,25.7937,-80.3914,2
422413,NORTH WALTON (ZONE), ,01/30/2013,1200,Strong Wind,45, ,0,0,1000,0,FL,EST-5,EG,70306,Z,107,TAE,0,0,911 Call Center, , , , , , , , , , , , ,3
422416,WASHINGTON (ZONE), ,01/30/2013,1200,Strong Wind,45, ,0,0,1000,0,FL,EST-5,EG,70306,Z,10,TAE,0,0,911 Call Center, , , , , , , , , , , , ,4
422415,CENTRAL WALTON (ZONE), ,01/30/2013,1200,Strong Wind,45, ,0,0,1000,0,FL,EST-5,EG,70306,Z,8,TAE,0,0,911 Call Center, , , , , , , , , , , , ,5
422414,SOUTH WALTON (ZONE), ,01/30/2013,1200,Strong Wind,45, ,0,0,1000,0,FL,EST-5,EG,70306,Z,108,TAE,0,0,911 Call Center, , , , , , , , , , , , ,6
422238,WALTON CO.,DE FUNIAK SPRINGS,01/30/2013,1508,Thunderstorm Wind,50, ,0,0,5000,0,FL,CST-6,EG,70306,C,131,TAE,0,0,911 Call Center, , , ,0,N,0,N,REDBAY,30.72,-86.12,30.59,-85.94,7
422239,HOLMES CO.,BONIFAY,01/30/2013,1530,Thunderstorm Wind,50, ,0,0,2000,0,FL,CST-6,EG,70306,C,59,TAE,0,0,Social Media, , , ,0,N,0,N,BONIFAY,30.78,-85.68,30.78,-85.68,8
422241,WASHINGTON CO.,WAUSAU,01/30/2013,1550,Thunderstorm Wind,50, ,0,0,4000,0,FL,CST-6,EG,70306,C,133,TAE,0,0,911 Call Center, , , ,0,N,0,N,WAUSAU,30.63,-85.58,30.63,-85.58,9
422251,BAY CO.,PANAMA CITY,01/30/2013,1550,Thunderstorm Wind,50, ,0,0,2000,0,FL,CST-6,EG,70306,C,5,TAE,0,0,Newspaper, , , ,0,N,0,N,PANAMA CITY,30.17,-85.66,30.17,-85.66,10
422245,BAY CO.,DIREGO PARK,01/30/2013,1550,Thunderstorm Wind,50, ,0,0,2000,0,FL,CST-6,EG,70306,C,5,TAE,0,0,Newspaper, , , ,1,NNW,1,NNW,DIREGO PARK,30.1949,-85.6437,30.1949,-85.6437,11
422247,BAY CO.,PANAMA CITY,01/30/2013,1550,Thunderstorm Wind,50, ,0,0,5000,0,FL,CST-6,EG,70306,C,5,TAE,0,0,Broadcast Media, , , ,2,WSW,2,WSW,PANAMA CITY,30.1641,-85.6852,30.1641,-85.6852,12
422242,WASHINGTON CO.,CHIPLEY,01/30/2013,1550,Thunderstorm Wind,50, ,0,0,4000,0,FL,CST-6,EG,70306,C,133,TAE,0,0,911 Call Center, , , ,0,N,0,N,CHIPLEY,30.77,-85.53,30.77,-85.53,13
422252,BAY CO.,(PAM)TYNDALL AFB,01/30/2013,1618,Thunderstorm Wind,57, ,0,0,0,0,FL,CST-6,MG,70306,C,5,TAE,0,0,AWOS, , , ,0,N,0,N,(PAM)TYNDALL AFB,30.07,-85.57,30.07,-85.57,14
422253,JACKSON CO.,GREENWOOD,01/30/2013,1625,Thunderstorm Wind,50, ,0,0,500,0,FL,CST-6,EG,70306,C,63,TAE,0,0,Trained Spotter, , , ,1,N,1,N,GREENWOOD,30.8845,-85.16,30.8845,-85.16,15
422255,CALHOUN CO.,CLARKSVILLE,01/30/2013,1630,Thunderstorm Wind,50, ,0,0,500,0,FL,CST-6,EG,70306,C,13,TAE,0,0,Trained Spotter, , , ,0,N,0,N,CLARKSVILLE,30.43,-85.18,30.43,-85.18,16
422260,GADSDEN CO.,CHATTAHOOCHEE,01/30/2013,1750,Thunderstorm Wind,50, ,0,0,4000,0,FL,EST-5,EG,70306,C,39,TAE,0,0,911 Call Center, , , ,0,N,0,N,CONCORD,30.7,-84.84,30.65,-84.36,17
422257,FRANKLIN CO.,BAY CITY,01/30/2013,1820,Thunderstorm Wind,45, ,0,0,500,0,FL,EST-5,EG,70306,C,37,TAE,0,0,911 Call Center, , , ,0,SE,0,SE,BAY CITY,29.7364,-85.0165,29.7364,-85.0165,18
422270,LEON CO.,TALLAHASSEE COMMUNITY COLLEGE,01/30/2013,1900,Thunderstorm Wind,50, ,0,0,1000,0,FL,EST-5,EG,70306,C,73,TAE,0,0,Social Media, , , ,1,E,1,E,TALLAHASSEE COMMUNITY COLLEGE,30.44,-84.33,30.44,-84.33,19
422271,LEON CO.,STATE CAPITOL COMPLEX,01/30/2013,1905,Thunderstorm Wind,50, ,0,0,3000,0,FL,EST-5,EG,70306,C,73,TAE,0,0,911 Call Center, , , ,0,N,0,N,STATE CAPITOL COMPLEX,30.43,-84.28,30.43,-84.28,20
422275,LEON CO.,WOODVILLE,01/30/2013,1912,Thunderstorm Wind,50, ,0,0,500,0,FL,EST-5,EG,70306,C,73,TAE,0,0,Broadcast Media, , , ,0,N,0,N,WOODVILLE,30.32,-84.24,30.32,-84.24,21
422277,JEFFERSON CO.,HELL'S HALF ACRE,01/30/2013,1943,Thunderstorm Wind,50, ,0,0,500,0,FL,EST-5,EG,70306,C,65,TAE,0,0,Social Media, , , ,3,W,3,W,HELL'S HALF ACRE,30.188,-84.0308,30.188,-84.0308,22
422278,JEFFERSON CO.,AUCILLA,01/30/2013,1947,Thunderstorm Wind,50, ,0,0,500,0,FL,EST-5,EG,70306,C,65,TAE,0,0,Public, , , ,2,SW,2,SW,AUCILLA,30.46,-83.78,30.46,-83.78,23
423313,SUWANNEE CO.,LANCASTER,01/30/2013,2105,Thunderstorm Wind,50, ,0,0,0,0,FL,EST-5,EG,70475,C,121,JAX,0,0,Park/Forest Service, , , ,3,SE,3,SE,LANCASTER,30.22,-83.16,30.22,-83.16,24
